word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	137	In
1	190	243	137	189	the
2	190	243	189	267	event
3	190	243	267	332	that
4	190	243	332	410	Earth
5	190	243	410	462	can
6	190	243	462	501	no
7	190	243	501	592	longer
8	190	243	592	696	sustain
9	190	243	696	774	human
10	190	243	774	852	life,
11	190	243	852	917	Mars
12	190	243	917	995	could
13	190	243	995	1155	potentially
14	243	293	95	176	serve
15	243	293	176	215	as
16	243	293	215	241	a
17	243	293	241	293	new
18	243	293	293	358	home
19	243	293	358	410	for
20	243	293	410	540	humanity.
21	243	293	540	657	However,
22	243	293	657	709	the
23	243	293	709	813	process
24	243	293	813	852	of
25	243	293	852	995	colonizing
26	243	293	995	1060	Mars
27	243	293	1060	1142	would
28	293	343	95	202	require
29	293	343	202	358	significant
30	293	343	358	527	advancements
31	293	343	527	566	in
32	293	343	566	709	technology
33	293	343	709	761	and
34	293	343	761	787	a
35	293	343	787	943	coordinated
36	293	343	943	1034	effort
37	293	343	1034	1103	from
38	343	393	95	215	multiple
39	343	393	215	319	fields,
40	343	393	319	449	including
41	343	393	449	527	space
42	343	393	527	696	exploration,
43	343	393	696	813	biology,
44	343	393	813	930	physics,
45	343	393	930	1099	engineering,
46	343	393	1099	1155	and
47	393	443	95	176	more.
48	393	443	176	267	Here's
49	393	443	267	293	a
50	393	443	293	397	general
51	393	443	397	553	description
52	393	443	553	592	of
53	393	443	592	644	the
54	393	443	644	761	measures
55	393	443	761	826	that
56	393	443	826	904	would
57	393	443	904	969	need
58	393	443	969	1008	to
59	393	443	1008	1051	be
60	443	516	95	258	undertaken:
61	516	593	95	137	1.
62	516	593	137	358	**Transportation
63	516	593	358	397	to
64	516	593	397	501	Mars**:
65	516	593	501	553	The
66	516	593	553	631	first
67	516	593	631	696	step
68	516	593	696	774	would
69	516	593	774	813	be
70	516	593	813	852	to
71	516	593	852	956	develop
72	516	593	956	982	a
73	516	593	982	1099	reliable
74	516	593	1099	1155	and
75	593	643	95	228	efficient
76	593	643	228	306	means
77	593	643	306	345	of
78	593	643	345	514	transporting
79	593	643	514	605	humans
80	593	643	605	657	and
81	593	643	657	787	necessary
82	593	643	787	904	supplies
83	593	643	904	943	to
84	593	643	943	1021	Mars.
85	593	643	1021	1086	This
86	593	643	1086	1168	could
87	643	693	95	202	involve
88	643	693	202	254	the
89	643	693	254	410	development
90	643	693	410	449	of
91	643	693	449	501	new
92	643	693	501	644	spacecraft
93	643	693	644	683	or
94	643	693	683	735	the
95	643	693	735	878	adaptation
96	643	693	878	917	of
97	643	693	917	1038	existing
98	693	746	95	258	technology.
