word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	228	Nostalgia
1	190	243	228	319	washes
2	190	243	319	384	over
3	190	243	384	440	me,
4	243	292	95	124	A
5	243	292	124	202	flood
6	243	292	202	241	of
7	243	292	241	371	memories,
8	243	292	371	449	sweet
9	243	292	449	501	and
10	243	292	501	583	sour,
11	292	343	95	124	A
12	292	343	124	189	time
13	292	343	189	254	that
14	292	343	254	306	was
15	292	343	306	371	both
16	292	343	371	436	good
17	292	343	436	488	and
18	292	343	488	557	bad,
19	343	418	95	189	Leaves
20	343	418	189	228	me
21	343	418	228	332	longing
22	343	418	332	384	for
23	343	418	384	475	what's
24	343	418	475	514	no
25	343	418	514	596	more.
26	418	493	95	150	The
27	418	493	150	202	joy
28	418	493	202	254	and
29	418	493	254	319	pain
30	418	493	319	479	intertwine,
31	493	543	95	124	A
32	493	543	124	280	bittersweet
33	493	543	280	397	symphony
34	493	543	397	436	in
35	493	543	436	475	my
36	493	543	475	557	mind,
37	543	593	95	124	A
38	543	593	124	241	yearning
39	543	593	241	293	for
40	543	593	293	358	what
41	543	593	358	423	once
42	543	593	423	492	was,
43	593	646	95	124	A
44	593	646	124	254	love-hate
45	593	646	254	423	relationship
46	593	646	423	488	with
47	593	646	488	540	the
48	593	646	540	622	past.
