word_index	y_top	y_bottom	x_left	x_right	word
0	190	241	95	189	Title:
1	190	241	189	293	Matthew
2	190	241	293	384	Nimetz
3	190	241	384	475	Visits
4	190	241	475	566	Athens
5	190	241	566	605	in
6	190	241	605	657	Bid
7	190	241	657	696	to
8	190	241	696	800	Resolve
9	190	241	800	1021	Greece-Macedonia
10	190	241	1021	1090	Name
11	241	292	95	206	Dispute
12	292	368	95	176	Date:
13	292	368	176	254	April
14	292	368	254	293	1,
15	292	368	293	362	2023
16	368	443	95	202	Athens,
17	368	443	202	293	Greece
18	368	443	293	319	-
19	368	443	319	358	In
20	368	443	358	384	a
21	368	443	384	540	significant
22	368	443	540	605	step
23	368	443	605	709	towards
24	368	443	709	839	resolving
25	368	443	839	891	the
26	368	443	891	1060	longstanding
27	368	443	1060	1168	dispute
28	443	493	95	202	between
29	443	493	202	293	Greece
30	443	493	293	345	and
31	443	493	345	397	the
32	443	493	397	514	Republic
33	443	493	514	553	of
34	443	493	553	683	Macedonia
35	443	493	683	748	over
36	443	493	748	800	the
37	443	493	800	852	use
38	443	493	852	891	of
39	443	493	891	943	the
40	443	493	943	1012	name
41	493	542	95	267	"""Macedonia,"""
42	493	542	267	319	the
43	493	542	319	410	United
44	493	542	410	514	Nations
45	493	542	514	644	mediator,
46	493	542	644	748	Matthew
47	493	542	748	852	Nimetz,
48	493	542	852	969	embarked
49	493	542	969	1008	on
50	493	542	1008	1034	a
51	493	542	1034	1112	visit
52	493	542	1112	1155	to
53	542	592	95	189	Athens
54	542	592	189	293	earlier
55	542	592	293	358	this
56	542	592	358	436	week.
57	542	592	436	488	The
58	542	592	488	540	two
59	542	592	540	644	nations
60	542	592	644	709	have
61	542	592	709	774	been
62	542	592	774	813	at
63	542	592	813	878	odds
64	542	592	878	956	since
65	542	592	956	1008	the
66	542	592	1008	1112	breakup
67	542	592	1112	1155	of
68	592	643	95	241	Yugoslavia
69	592	643	241	280	in
70	592	643	280	332	the
71	592	643	332	410	early
72	592	643	410	501	1990s,
73	592	643	501	566	with
74	592	643	566	657	Greece
75	592	643	657	774	claiming
76	592	643	774	917	historical
77	592	643	917	1008	rights
78	592	643	1008	1047	to
79	592	643	1047	1099	the
80	592	643	1099	1168	name
81	643	693	95	150	due
82	643	693	150	189	to
83	643	693	189	241	the
84	643	693	241	371	existence
85	643	693	371	410	of
86	643	693	410	514	ancient
87	643	693	514	661	Macedonia.
