word_index	y_top	y_bottom	x_left	x_right	word
0	190	242	95	137	In
1	190	242	137	241	distant
2	190	242	241	332	heart,
3	190	242	332	358	a
4	190	242	358	423	love
5	190	242	423	488	does
6	190	242	488	583	dwell,
7	242	293	95	306	Unreciprocated,
8	242	293	306	345	in
9	242	293	345	436	sorrow
10	242	293	436	462	I
11	242	293	462	557	dwell.
12	293	343	95	202	Through
13	293	343	202	267	each
14	293	343	267	371	passing
15	293	343	371	436	day,
16	293	343	436	475	my
17	293	343	475	540	pain
18	293	343	540	605	does
19	293	343	605	700	swell,
20	343	418	95	137	As
21	343	418	137	163	I
22	343	418	163	254	await,
23	343	418	254	280	a
24	343	418	280	345	love
25	343	418	345	384	to
26	343	418	384	479	quell.
27	418	493	95	163	Thou
28	418	493	163	215	art
29	418	493	215	254	my
30	418	493	254	319	sun,
31	418	493	319	358	my
32	418	493	358	462	guiding
33	418	493	462	557	light,
34	493	543	95	150	Yet
35	493	543	150	215	thou
36	493	543	215	280	dost
37	493	543	280	371	shine,
38	493	543	371	475	without
39	493	543	475	514	my
40	493	543	514	609	sight.
41	543	593	95	137	In
42	543	593	137	241	dreams,
43	543	593	241	267	I
44	543	593	267	332	hold
45	543	593	332	410	thee,
46	543	593	410	449	in
47	543	593	449	501	the
48	543	593	501	596	night,
49	593	646	95	150	Yet
50	593	646	150	189	in
51	593	646	189	280	truth,
52	593	646	280	345	thou
53	593	646	345	397	art
54	593	646	397	449	out
55	593	646	449	488	of
56	593	646	488	583	sight.
