word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	150	The
1	190	243	150	280	Classical
2	190	243	280	332	era
3	190	243	332	384	and
4	190	243	384	436	the
5	190	243	436	514	Early
6	190	243	514	631	Romantic
7	190	243	631	683	era
8	190	243	683	722	of
9	190	243	722	852	Classical
10	190	243	852	930	music
11	190	243	930	982	are
12	190	243	982	1034	two
13	190	243	1034	1155	distinct
14	243	317	95	202	periods
15	243	317	202	267	with
16	243	317	267	332	some
17	243	317	332	436	notable
18	243	317	436	609	differences:
19	317	392	95	137	1.
20	317	392	137	228	Period
21	317	392	228	319	Dates:
22	317	392	319	371	The
23	317	392	371	501	Classical
24	317	392	501	553	era
25	317	392	553	592	is
26	317	392	592	722	typically
27	317	392	722	865	considered
28	317	392	865	904	as
29	317	392	904	956	the
30	317	392	956	1021	time
31	317	392	1021	1116	period
32	392	442	95	163	from
33	392	442	163	215	the
34	392	442	215	332	mid-18th
35	392	442	332	436	century
36	392	442	436	475	to
37	392	442	475	527	the
38	392	442	527	605	early
39	392	442	605	670	19th
40	392	442	670	787	century.
41	392	442	787	839	The
42	392	442	839	917	Early
43	392	442	917	1034	Romantic
44	392	442	1034	1099	era,
45	392	442	1099	1142	on
46	442	492	95	150	the
47	442	492	150	228	other
48	442	492	228	306	hand,
49	442	492	306	345	is
50	442	492	345	475	generally
51	442	492	475	592	regarded
52	442	492	592	631	as
53	442	492	631	748	spanning
54	442	492	748	813	from
55	442	492	813	865	the
56	442	492	865	930	late
57	442	492	930	995	18th
58	442	492	995	1099	century
59	442	492	1099	1142	to
60	492	543	95	150	the
61	492	543	150	267	mid-19th
62	492	543	267	388	century.
63	543	593	95	137	2.
64	543	593	137	241	Musical
65	543	593	241	345	Styles:
66	543	593	345	475	Classical
67	543	593	475	553	music
68	543	593	553	592	is
69	543	593	592	774	characterized
70	543	593	774	813	by
71	543	593	813	865	its
72	543	593	865	982	balance,
73	543	593	982	1129	structure,
74	593	643	95	150	and
75	593	643	150	280	symmetry,
76	593	643	280	345	with
77	593	643	345	475	composers
78	593	643	475	592	adhering
79	593	643	592	631	to
80	593	643	631	722	strict
81	593	643	722	800	forms
82	593	643	800	865	such
83	593	643	865	904	as
84	593	643	904	1025	sonatas,
85	643	696	95	254	symphonies,
86	643	696	254	306	and
87	643	696	306	410	chamber
88	643	696	410	505	music.
