word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	215	Rainbows
1	190	243	215	267	are
2	190	243	267	371	optical
3	190	243	371	501	phenomena
4	190	243	501	592	caused
5	190	243	592	631	by
6	190	243	631	683	the
7	190	243	683	839	reflection,
8	190	243	839	982	refraction
9	190	243	982	1038	and
10	243	293	95	241	dispersion
11	243	293	241	280	of
12	243	293	280	358	light
13	243	293	358	397	in
14	243	293	397	475	water
15	243	293	475	605	droplets.
16	243	293	605	670	They
17	243	293	670	735	take
18	243	293	735	787	the
19	243	293	787	852	form
20	243	293	852	891	of
21	243	293	891	917	a
22	243	293	917	1090	multicolored
23	293	343	95	215	circular
24	293	343	215	267	arc
25	293	343	267	319	and
26	293	343	319	410	always
27	293	343	410	501	appear
28	293	343	501	540	in
29	293	343	540	592	the
30	293	343	592	696	section
31	293	343	696	735	of
32	293	343	735	787	sky
33	293	343	787	904	directly
34	293	343	904	1021	opposite
35	293	343	1021	1073	the
36	293	343	1073	1142	Sun.
37	343	393	95	215	Rainbows
38	343	393	215	267	can
39	343	393	267	306	be
40	343	393	306	371	full
41	343	393	371	488	circles,
42	343	393	488	540	but
43	343	393	540	592	the
44	343	393	592	709	observer
45	343	393	709	813	usually
46	343	393	813	878	sees
47	343	393	878	943	only
48	343	393	943	982	an
49	343	393	982	1034	arc
50	343	393	1034	1125	formed
51	343	393	1125	1168	by
52	393	443	95	254	illuminated
53	393	443	254	371	droplets
54	393	443	371	449	above
55	393	443	449	501	the
56	393	443	501	605	ground.
57	393	443	605	644	In
58	393	443	644	670	a
59	393	443	670	774	primary
60	393	443	774	891	rainbow,
61	393	443	891	943	the
62	393	443	943	995	arc
63	393	443	995	1073	shows
64	393	443	1073	1125	red
65	393	443	1125	1168	on
66	443	493	95	150	the
67	443	493	150	228	outer
68	443	493	228	293	part
69	443	493	293	345	and
70	443	493	345	436	violet
71	443	493	436	475	on
72	443	493	475	527	the
73	443	493	527	605	inner
74	443	493	605	683	side,
75	443	493	683	761	while
76	443	493	761	800	in
77	443	493	800	826	a
78	443	493	826	917	double
79	443	493	917	1034	rainbow,
80	443	493	1034	1086	the
81	443	493	1086	1168	light
82	493	543	95	137	is
83	493	543	137	267	reflected
84	493	543	267	345	twice
85	493	543	345	384	on
86	493	543	384	436	the
87	493	543	436	527	inside
88	493	543	527	566	of
89	493	543	566	618	the
90	493	543	618	722	droplet
91	493	543	722	813	before
92	493	543	813	917	leaving
93	493	543	917	969	it,
94	493	543	969	1073	causing
95	493	543	1073	1129	the
96	543	593	95	189	colors
97	543	593	189	228	to
98	543	593	228	267	be
99	543	593	267	401	reversed.
