word_index	y_top	y_bottom	x_left	x_right	word
0	189	242	95	150	The
1	189	242	150	280	Classical
2	189	242	280	345	era,
3	189	242	345	423	which
4	189	242	423	527	spanned
5	189	242	527	592	from
6	189	242	592	774	approximately
7	189	242	774	839	1750
8	189	242	839	878	to
9	189	242	878	956	1820,
10	189	242	956	1008	and
11	189	242	1008	1060	the
12	189	242	1060	1142	Early
13	242	293	95	215	Romantic
14	242	293	215	280	era,
15	242	293	280	345	from
16	242	293	345	436	around
17	242	293	436	501	1815
18	242	293	501	540	to
19	242	293	540	618	1910,
20	242	293	618	670	are
21	242	293	670	722	two
22	242	293	722	839	distinct
23	242	293	839	943	periods
24	242	293	943	982	in
25	242	293	982	1038	the
26	293	343	95	254	development
27	293	343	254	293	of
28	293	343	293	397	Western
29	293	343	397	527	classical
30	293	343	527	618	music.
31	293	343	618	683	Here
32	293	343	683	735	are
33	293	343	735	800	some
34	293	343	800	839	of
35	293	343	839	891	the
36	293	343	891	956	main
37	293	343	956	1116	differences
38	343	416	95	202	between
39	343	416	202	280	these
40	343	416	280	332	two
41	343	416	332	414	eras:
42	416	493	95	137	1.
43	416	493	137	280	Composers:
44	416	493	280	332	The
45	416	493	332	462	Classical
46	416	493	462	514	era
47	416	493	514	566	was
48	416	493	566	748	characterized
49	416	493	748	787	by
50	416	493	787	839	the
51	416	493	839	917	works
52	416	493	917	956	of
53	416	493	956	1086	composers
54	416	493	1086	1155	such
55	493	543	95	137	as
56	493	543	137	228	Johann
57	493	543	228	358	Sebastian
58	493	543	358	436	Bach,
59	493	543	436	553	Wolfgang
60	493	543	553	657	Amadeus
61	493	543	657	761	Mozart,
62	493	543	761	813	and
63	493	543	813	904	Ludwig
64	493	543	904	956	van
65	493	543	956	1103	Beethoven,
66	543	593	95	176	while
67	543	593	176	228	the
68	543	593	228	306	Early
69	543	593	306	423	Romantic
70	543	593	423	475	era
71	543	593	475	527	saw
72	543	593	527	579	the
73	543	593	579	644	rise
74	543	593	644	683	of
75	543	593	683	813	composers
76	543	593	813	878	like
77	543	593	878	956	Franz
78	543	593	956	1090	Schubert,
79	593	646	95	202	Richard
80	593	646	202	306	Wagner,
81	593	646	306	358	and
82	593	646	358	436	Pyotr
83	593	646	436	527	Ilyich
84	593	646	527	700	Tchaikovsky.
