word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	176	While
1	190	243	176	241	both
2	190	243	241	306	cats
3	190	243	306	358	and
4	190	243	358	436	birds
5	190	243	436	488	can
6	190	243	488	553	make
7	190	243	553	683	wonderful
8	190	243	683	761	pets,
9	190	243	761	852	having
10	190	243	852	917	both
11	190	243	917	969	can
12	190	243	969	1060	create
13	190	243	1060	1090	a
14	243	293	95	254	challenging
15	243	293	254	410	environment
16	243	293	410	462	for
17	243	293	462	527	both
18	243	293	527	644	animals.
19	243	293	644	709	Cats
20	243	293	709	761	are
21	243	293	761	865	natural
22	243	293	865	969	hunters
23	243	293	969	1021	and
24	243	293	1021	1116	birds,
25	293	343	95	241	especially
26	293	343	241	319	small
27	293	343	319	397	ones,
28	293	343	397	449	can
29	293	343	449	488	be
30	293	343	488	553	easy
31	293	343	553	631	prey.
32	293	343	631	709	There
33	293	343	709	748	is
34	293	343	748	774	a
35	293	343	774	839	risk
36	293	343	839	904	that
37	293	343	904	956	the
38	293	343	956	1008	cat
39	293	343	1008	1060	may
40	293	343	1060	1129	harm
41	343	393	95	150	the
42	343	393	150	228	bird,
43	343	393	228	319	either
44	343	393	319	501	intentionally
45	343	393	501	540	or
46	343	393	540	722	accidentally.
47	343	393	722	904	Additionally,
48	343	393	904	982	birds
49	343	393	982	1086	require
50	343	393	1086	1112	a
51	343	393	1112	1168	lot
52	393	442	95	137	of
53	393	442	137	280	attention,
54	393	442	280	436	interaction
55	393	442	436	488	and
56	393	442	488	514	a
57	393	442	514	592	clean
58	393	442	592	761	environment,
59	393	442	761	839	which
60	393	442	839	891	can
61	393	442	891	930	be
62	393	442	930	1060	difficult
63	393	442	1060	1103	to
64	442	493	95	202	provide
65	442	493	202	241	if
66	442	493	241	293	you
67	442	493	293	397	already
68	442	493	397	462	have
69	442	493	462	488	a
70	442	493	488	618	demanding
71	442	493	618	670	pet
72	442	493	670	735	like
73	442	493	735	761	a
74	442	493	761	826	cat.
75	442	493	826	891	It's
76	442	493	891	956	best
77	442	493	956	995	to
78	442	493	995	1086	choose
79	442	493	1086	1142	one
80	493	546	95	150	pet
81	493	546	150	215	that
82	493	546	215	267	you
83	493	546	267	319	can
84	493	546	319	397	fully
85	493	546	397	488	commit
86	493	546	488	527	to
87	493	546	527	657	providing
88	493	546	657	709	the
89	493	546	709	774	care
90	493	546	774	826	and
91	493	546	826	956	attention
92	493	546	956	1021	they
93	493	546	1021	1103	need.
