word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	241	Glistening
1	190	243	241	345	jewels,
2	190	243	345	397	the
3	190	243	397	475	night
4	190	243	475	527	sky
5	190	243	527	622	above,
6	243	293	95	124	A
7	243	293	124	215	canvas
8	243	293	215	319	painted
9	243	293	319	384	with
10	243	293	384	475	cosmic
11	243	293	475	557	love.
12	293	343	95	163	Moon
13	293	343	163	215	and
14	293	343	215	306	stars,
15	293	343	306	345	in
16	293	343	345	436	silent
17	293	343	436	518	sigh,
18	343	393	95	202	Dancing
19	343	393	202	319	together
20	343	393	319	358	in
21	343	393	358	410	the
22	343	393	410	527	midnight
23	343	393	527	596	sky.
24	393	443	95	202	Endless
25	393	443	202	306	beauty,
26	393	443	306	358	for
27	393	443	358	410	all
28	393	443	410	449	to
29	393	443	449	518	see,
30	443	496	95	124	A
31	443	496	124	228	natural
32	443	496	228	332	wonder,
33	443	496	332	384	for
34	443	496	384	436	you
35	443	496	436	488	and
36	443	496	488	544	me.
