word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	189	Syrian
1	190	243	189	306	refugees
2	190	243	306	345	in
3	190	243	345	475	Istanbul,
4	190	243	475	579	Turkey,
5	190	243	579	631	are
6	190	243	631	722	facing
7	190	243	722	826	growing
8	190	243	826	969	challenges
9	190	243	969	1008	in
10	190	243	1008	1168	integrating
11	243	293	95	163	into
12	243	293	163	267	Turkish
13	243	293	267	371	society
14	243	293	371	423	due
15	243	293	423	462	to
16	243	293	462	553	rising
17	243	293	553	696	xenophobia
18	243	293	696	748	and
19	243	293	748	800	the
20	243	293	800	904	failure
21	243	293	904	943	of
22	243	293	943	1064	official
23	293	343	95	241	employment
24	293	343	241	358	programs
25	293	343	358	397	to
26	293	343	397	501	provide
27	293	343	501	618	adequate
28	293	343	618	735	support.
29	293	343	735	800	Many
30	293	343	800	891	Syrian
31	293	343	891	1008	refugees
32	293	343	1008	1060	are
33	293	343	1060	1168	working
34	343	393	95	150	off
35	343	393	150	202	the
36	343	393	202	280	books
37	343	393	280	319	to
38	343	393	319	397	avoid
39	343	393	397	462	wage
40	343	393	462	618	competition
41	343	393	618	670	and
42	343	393	670	722	the
43	343	393	722	813	stigma
44	343	393	813	956	associated
45	343	393	956	1025	with
46	393	443	95	280	unemployment,
47	393	443	280	358	while
48	393	443	358	488	political
49	393	443	488	540	and
50	393	443	540	657	cultural
51	393	443	657	813	differences
52	393	443	813	930	continue
53	393	443	930	969	to
54	393	443	969	1060	hinder
55	393	443	1060	1142	their
56	443	518	95	293	regularization
57	443	518	293	414	process.
58	518	593	95	228	According
59	518	593	228	267	to
60	518	593	267	293	a
61	518	593	293	384	recent
62	518	593	384	475	report
63	518	593	475	514	by
64	518	593	514	566	the
65	518	593	566	657	United
66	518	593	657	761	Nations
67	518	593	761	826	High
68	518	593	826	995	Commissioner
69	518	593	995	1047	for
70	518	593	1047	1168	Refugees
71	593	643	95	215	(UNHCR),
72	593	643	215	293	there
73	593	643	293	345	are
74	593	643	345	475	currently
75	593	643	475	540	over
76	593	643	540	592	3.6
77	593	643	592	696	million
78	593	643	696	787	Syrian
79	593	643	787	904	refugees
80	593	643	904	943	in
81	593	643	943	1047	Turkey,
82	593	643	1047	1142	making
83	643	696	95	137	it
84	643	696	137	189	the
85	643	696	189	384	second-largest
86	643	696	384	449	host
87	643	696	449	553	country
88	643	696	553	605	for
89	643	696	605	709	Syrians
90	643	696	709	787	after
91	643	696	787	908	Lebanon.
