word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	189	Amidst
1	190	243	189	215	a
2	190	243	215	280	rise
3	190	243	280	319	in
4	190	243	319	475	xenophobia,
5	190	243	475	566	Syrian
6	190	243	566	683	refugees
7	190	243	683	722	in
8	190	243	722	852	Istanbul,
9	190	243	852	956	Turkey,
10	190	243	956	1021	find
11	190	243	1021	1168	themselves
12	243	293	95	189	facing
13	243	293	189	215	a
14	243	293	215	306	myriad
15	243	293	306	345	of
16	243	293	345	488	challenges
17	243	293	488	527	in
18	243	293	527	605	their
19	243	293	605	683	quest
20	243	293	683	735	for
21	243	293	735	904	integration.
22	243	293	904	956	The
23	243	293	956	1025	slow
24	293	343	95	293	implementation
25	293	343	293	332	of
26	293	343	332	449	official
27	293	343	449	592	employment
28	293	343	592	709	programs
29	293	343	709	761	has
30	293	343	761	826	left
31	293	343	826	891	many
32	293	343	891	995	working
33	293	343	995	1047	off
34	293	343	1047	1103	the
35	343	393	95	189	books,
36	343	393	189	293	fearing
37	343	393	293	358	wage
38	343	393	358	514	competition
39	343	393	514	579	with
40	343	393	579	683	locals.
41	343	393	683	865	Additionally,
42	343	393	865	917	the
43	343	393	917	1047	political
44	343	393	1047	1103	and
45	393	443	95	215	cultural
46	393	443	215	371	differences
47	393	443	371	475	between
48	393	443	475	527	the
49	393	443	527	579	two
50	393	443	579	735	communities
51	393	443	735	800	have
52	393	443	800	917	hindered
53	393	443	917	969	the
54	393	443	969	1168	regularization
55	443	493	95	215	process,
56	443	493	215	319	despite
57	443	493	319	462	government
58	443	493	462	566	efforts
59	443	493	566	605	to
60	443	493	605	683	grant
61	443	493	683	748	work
62	443	493	748	852	permits
63	443	493	852	904	and
64	443	493	904	982	equal
65	443	493	982	1112	benefits.
66	443	493	1112	1168	The
67	493	543	95	189	Syrian
68	493	543	189	306	refugees
69	493	543	306	358	are
70	493	543	358	449	caught
71	493	543	449	488	in
72	493	543	488	540	the
73	493	543	540	683	crosshairs
74	493	543	683	722	of
75	493	543	722	748	a
76	493	543	748	852	hostile
77	493	543	852	1021	environment,
78	493	543	1021	1168	struggling
79	543	596	95	137	to
80	543	596	137	202	find
81	543	596	202	332	stability
82	543	596	332	384	and
83	543	596	384	527	acceptance
84	543	596	527	566	in
85	543	596	566	644	their
86	543	596	644	696	new
87	543	596	696	778	home.
