word_index	y_top	y_bottom	x_left	x_right	word
0	189	267	95	215	Arkansas
1	189	267	215	293	Faces
2	189	267	293	371	Legal
3	189	267	371	501	Obstacles
4	189	267	501	540	in
5	189	267	540	670	Executing
6	189	267	670	748	Eight
7	189	267	748	852	Inmates
8	189	267	852	917	Over
9	189	267	917	956	11
10	189	267	956	1025	Days
11	267	343	95	241	Arkansas's
12	267	343	241	371	execution
13	267	343	371	475	process
14	267	343	475	527	has
15	267	343	527	592	been
16	267	343	592	683	halted
17	267	343	683	735	for
18	267	343	735	774	11
19	267	343	774	839	days
20	267	343	839	891	due
21	267	343	891	930	to
22	267	343	930	1008	legal
23	267	343	1008	1142	obstacles
24	343	393	95	202	related
25	343	393	202	241	to
26	343	393	241	293	the
27	343	393	293	436	expiration
28	343	393	436	475	of
29	343	393	475	527	its
30	343	393	527	657	execution
31	343	393	657	748	drugs.
32	343	393	748	800	The
33	343	393	800	878	state
34	343	393	878	930	had
35	343	393	930	1034	planned
36	343	393	1034	1077	to
37	393	443	95	202	execute
38	393	443	202	280	eight
39	393	443	280	397	inmates,
40	393	443	397	449	but
41	393	443	449	501	has
42	393	443	501	566	been
43	393	443	566	670	blocked
44	393	443	670	709	by
45	393	443	709	774	both
46	393	443	774	852	state
47	393	443	852	904	and
48	393	443	904	1008	federal
49	393	443	1008	1099	judges
50	393	443	1099	1155	who
51	443	493	95	150	are
52	443	493	150	241	citing
53	443	493	241	358	concerns
54	443	493	358	423	over
55	443	493	423	488	drug
56	443	493	488	644	acquisition
57	443	493	644	696	and
58	443	493	696	748	the
59	443	493	748	813	risk
60	443	493	813	852	of
61	443	493	852	982	suffering
62	443	493	982	1077	during
63	493	541	95	306	midazolam-based
64	493	541	306	466	executions.
65	541	596	95	150	The
66	541	596	150	228	state
67	541	596	228	280	has
68	541	596	280	397	appealed
69	541	596	397	449	the
70	541	596	449	553	ruling,
71	541	596	553	657	seeking
72	541	596	657	683	a
73	541	596	683	761	quick
74	541	596	761	904	resolution
75	541	596	904	943	to
76	541	596	943	995	the
77	541	596	995	1142	situation.
