word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	176	Stars
1	190	243	176	293	twinkle,
2	190	243	293	397	setting
3	190	243	397	449	the
4	190	243	449	527	night
5	190	243	527	566	on
6	190	243	566	648	fire,
7	243	293	95	176	Their
8	243	293	176	306	sparkling
9	243	293	306	384	light
10	243	293	384	488	creates
11	243	293	488	514	a
12	243	293	514	618	magical
13	243	293	618	726	desire.
14	293	343	95	150	The
15	293	343	150	228	night
16	293	343	228	267	is
17	293	343	267	306	so
18	293	343	306	397	quiet,
19	293	343	397	423	a
20	293	343	423	540	peaceful
21	293	343	540	661	respite,
22	343	418	95	137	As
23	343	418	137	176	we
24	343	418	176	267	admire
25	343	418	267	319	the
26	343	418	319	410	beauty
27	343	418	410	449	of
28	343	418	449	501	the
29	343	418	501	570	sky.
30	418	493	95	150	The
31	418	493	150	345	constellations
32	418	493	345	423	paint
33	418	493	423	475	the
34	418	493	475	553	night
35	418	493	553	592	so
36	418	493	592	674	fair,
37	493	543	95	124	A
38	493	543	124	241	stunning
39	493	543	241	345	display
40	493	543	345	410	that
41	493	543	410	449	we
42	493	543	449	501	can
43	493	543	501	579	never
44	493	543	579	674	share.
45	543	593	95	150	The
46	543	593	150	228	stars
47	543	593	228	306	howl,
48	543	593	306	410	singing
49	543	593	410	436	a
50	543	593	436	557	lullaby,
51	593	646	95	202	Leaving
52	593	646	202	241	us
53	593	646	241	306	with
54	593	646	306	332	a
55	593	646	332	449	peaceful
56	593	646	449	531	sigh.
