word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	215	Climbing
1	190	243	215	345	harnesses
2	190	243	345	410	come
3	190	243	410	449	in
4	190	243	449	579	different
5	190	243	579	657	types
6	190	243	657	709	and
7	190	243	709	761	are
8	190	243	761	878	designed
9	190	243	878	930	for
10	190	243	930	1047	specific
11	190	243	1047	1168	climbing
12	243	293	95	202	styles.
13	243	293	202	280	Sport
14	243	293	280	397	climbers
15	243	293	397	449	use
16	243	293	449	618	minimalistic
17	243	293	618	761	harnesses,
18	243	293	761	839	while
19	243	293	839	930	alpine
20	243	293	930	1047	climbers
21	243	293	1047	1142	prefer
22	293	343	95	254	lightweight
23	293	343	254	384	harnesses
24	293	343	384	449	with
25	293	343	449	592	detachable
26	293	343	592	644	leg
27	293	343	644	735	loops.
28	293	343	735	787	Big
29	293	343	787	852	Wall
30	293	343	852	969	climbers
31	293	343	969	1021	use
32	293	343	1021	1116	padded
33	343	393	95	176	waist
34	343	393	176	228	and
35	343	393	228	280	leg
36	343	393	280	371	loops.
37	343	393	371	436	Full
38	343	393	436	501	body
39	343	393	501	631	harnesses
40	343	393	631	683	are
41	343	393	683	748	used
42	343	393	748	800	for
43	343	393	800	917	children
44	343	393	917	969	and
45	343	393	969	1034	when
46	343	393	1034	1112	there
47	343	393	1112	1155	is
48	393	443	95	124	a
49	393	443	124	215	chance
50	393	443	215	254	of
51	393	443	254	384	inverting
52	393	443	384	423	or
53	393	443	423	540	carrying
54	393	443	540	566	a
55	393	443	566	644	heavy
56	393	443	644	709	bag.
57	393	443	709	787	Chest
58	393	443	787	917	harnesses
59	393	443	917	969	are
60	393	443	969	1034	used
61	393	443	1034	1077	in
62	443	493	95	254	combination
63	443	493	254	319	with
64	443	493	319	345	a
65	443	493	345	397	sit
66	443	493	397	501	harness
67	443	493	501	553	and
68	443	493	553	592	do
69	443	493	592	644	not
70	443	493	644	696	put
71	443	493	696	761	more
72	443	493	761	852	impact
73	443	493	852	891	on
74	443	493	891	943	the
75	443	493	943	1008	neck
76	443	493	1008	1073	than
77	443	493	1073	1129	sit
78	493	543	95	241	harnesses.
79	493	543	241	319	There
80	493	543	319	371	are
81	493	543	371	436	also
82	493	543	436	527	caving
83	493	543	527	579	and
84	493	543	579	709	canyoning
85	493	543	709	852	harnesses,
86	493	543	852	930	which
87	493	543	930	1008	serve
88	493	543	1008	1142	different
89	543	593	95	215	purposes
90	543	593	215	280	such
91	543	593	280	319	as
92	543	593	319	397	being
93	543	593	397	462	made
94	543	593	462	501	of
95	543	593	501	579	tough
96	543	593	579	722	waterproof
97	543	593	722	839	material
98	543	593	839	891	and
99	543	593	891	982	having
100	543	593	982	1051	dual
101	593	646	95	241	attachment
102	593	646	241	332	points
103	593	646	332	384	for
104	593	646	384	462	quick
105	593	646	462	583	release.
