word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	150	The
1	190	243	150	267	consumer
2	190	243	267	371	economy
3	190	243	371	423	has
4	190	243	423	514	played
5	190	243	514	540	a
6	190	243	540	696	significant
7	190	243	696	761	role
8	190	243	761	800	in
9	190	243	800	904	shaping
10	190	243	904	956	the
11	190	243	956	1008	GDP
12	190	243	1008	1047	of
13	190	243	1047	1103	the
14	243	296	95	189	United
15	243	296	189	293	States,
16	243	296	293	462	particularly
17	243	296	462	553	during
18	243	296	553	605	the
19	243	296	605	722	consumer
20	243	296	722	865	revolution
21	243	296	865	904	of
22	243	296	904	956	the
23	243	296	956	1021	20th
24	243	296	1021	1142	century.
