word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	137	In
1	190	243	137	228	love's
2	190	243	228	319	abyss,
3	190	243	319	345	I
4	190	243	345	436	wander
5	190	243	436	531	alone,
6	243	293	95	137	My
7	243	293	137	241	heart's
8	243	293	241	345	desires
9	243	293	345	514	unfulfilled,
10	243	293	514	622	unsown.
11	293	343	95	150	Her
12	293	343	150	215	eyes
13	293	343	215	280	turn
14	293	343	280	358	away,
15	293	343	358	410	her
16	293	343	410	488	heart
17	293	343	488	527	is
18	293	343	527	609	cold,
19	343	393	95	124	A
20	343	393	124	189	love
21	343	393	189	397	unreciprocated,
22	343	393	397	423	a
23	343	393	423	501	cruel
24	343	393	501	583	hold.
25	393	443	95	137	My
26	393	443	137	241	passion
27	393	443	241	332	burns,
28	393	443	332	384	but
29	393	443	384	423	to
30	393	443	423	462	no
31	393	443	462	557	avail,
32	443	493	95	137	My
33	443	493	137	228	soul's
34	443	493	228	319	agony,
35	443	493	319	345	a
36	443	493	345	462	constant
37	443	493	462	544	tale.
38	493	542	95	150	Oh,
39	493	542	150	228	love,
40	493	542	228	280	how
41	493	542	280	358	cruel
42	493	542	358	423	thou
43	493	542	423	475	art
44	493	542	475	514	to
45	493	542	514	570	me,
46	542	596	95	124	A
47	542	596	124	189	love
48	542	596	189	397	unreciprocated,
49	542	596	397	423	a
50	542	596	423	514	bitter
51	542	596	514	583	sea.
