word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	137	AI
1	190	243	137	189	can
2	190	243	189	228	be
3	190	243	228	293	used
4	190	243	293	332	in
5	190	243	332	475	government
6	190	243	475	514	to
7	190	243	514	631	automate
8	190	243	631	774	processes,
9	190	243	774	878	improve
10	190	243	878	995	customer
11	190	243	995	1112	service,
12	190	243	1112	1168	and
13	243	293	95	163	make
14	243	293	163	293	decisions
15	243	293	293	332	in
16	243	293	332	436	complex
17	243	293	436	527	policy
18	243	293	527	618	areas.
19	243	293	618	670	For
20	243	293	670	787	example,
21	243	293	787	826	AI
22	243	293	826	878	can
23	243	293	878	917	be
24	243	293	917	982	used
25	243	293	982	1021	to
26	243	293	1021	1142	automate
27	293	343	95	215	customer
28	293	343	215	319	service
29	293	343	319	358	in
30	293	343	358	501	government
31	293	343	501	631	agencies,
32	293	343	631	722	reduce
33	293	343	722	878	bureaucracy
34	293	343	878	930	and
35	293	343	930	1051	increase
36	343	393	95	254	efficiency,
37	343	393	254	306	and
38	343	393	306	371	make
39	343	393	371	501	decisions
40	343	393	501	579	based
41	343	393	579	618	on
42	343	393	618	722	complex
43	343	393	722	813	policy
44	343	393	813	904	areas.
45	343	393	904	1021	However,
46	343	393	1021	1099	there
47	343	393	1099	1155	are
48	393	443	95	163	also
49	393	443	163	293	potential
50	393	443	293	397	dangers
51	393	443	397	540	associated
52	393	443	540	605	with
53	393	443	605	657	the
54	393	443	657	709	use
55	393	443	709	748	of
56	393	443	748	787	AI
57	393	443	787	826	in
58	393	443	826	982	government,
59	393	443	982	1047	such
60	393	443	1047	1086	as
61	393	443	1086	1142	the
62	443	493	95	228	potential
63	443	493	228	280	for
64	443	493	280	358	bias,
65	443	493	358	462	privacy
66	443	493	462	605	violations
67	443	493	605	657	and
68	443	493	657	709	the
69	443	493	709	878	displacement
70	443	493	878	917	of
71	443	493	917	995	human
72	443	493	995	1112	workers.
73	443	493	1112	1155	In
74	493	543	95	228	addition,
75	493	543	228	306	there
76	493	543	306	358	are
77	493	543	358	475	concerns
78	493	543	475	553	about
79	493	543	553	605	the
80	493	543	605	800	accountability
81	493	543	800	839	of
82	493	543	839	878	AI
83	493	543	878	995	systems,
84	493	543	995	1142	especially
85	543	596	95	163	when
86	543	596	163	254	making
87	543	596	254	384	decisions
88	543	596	384	449	that
89	543	596	449	514	have
90	543	596	514	540	a
91	543	596	540	696	significant
92	543	596	696	787	impact
93	543	596	787	826	on
94	543	596	826	960	citizens.
