word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	215	Student:
1	190	243	215	241	I
2	190	243	241	319	don't
3	190	243	319	371	get
4	190	243	371	423	it.
5	190	243	423	475	All
6	190	243	475	553	these
7	190	243	553	683	composers
8	190	243	683	748	that
9	190	243	748	800	are
10	190	243	800	943	considered
11	190	243	943	1021	great
12	190	243	1021	1073	are
13	190	243	1073	1142	just
14	243	293	95	228	mediocre.
15	243	293	228	332	They're
16	243	293	332	384	all
17	243	293	384	436	the
18	243	293	436	501	same
19	243	293	501	553	and
20	243	293	553	631	don't
21	243	293	631	696	have
22	243	293	696	748	any
23	243	293	748	813	real
24	243	293	813	960	substance.
25	293	343	95	176	Piano
26	293	343	176	293	Teacher:
27	293	343	293	371	Let's
28	293	343	371	436	take
29	293	343	436	540	Mozart,
30	293	343	540	592	for
31	293	343	592	722	instance.
32	293	343	722	800	Sure,
33	293	343	800	865	he's
34	293	343	865	943	often
35	293	343	943	1112	overshadowed
36	293	343	1112	1155	by
37	343	393	95	163	more
38	343	393	163	267	complex
39	343	393	267	319	and
40	343	393	319	475	avant-garde
41	343	393	475	618	composers,
42	343	393	618	670	but
43	343	393	670	722	his
44	343	393	722	800	music
45	343	393	800	904	doesn't
46	343	393	904	969	lack
47	343	393	969	1064	depth.
48	393	443	95	215	Student:
49	393	443	215	267	But
50	393	443	267	319	his
51	393	443	319	397	music
52	393	443	397	488	sounds
53	393	443	488	527	so
54	393	443	527	696	superficial.
55	393	443	696	722	I
56	393	443	722	800	mean,
57	393	443	800	865	it's
58	393	443	865	917	all
59	393	443	917	982	just
60	393	443	982	1077	simple
61	443	493	95	215	melodies
62	443	493	215	267	and
63	443	493	267	388	rhythms.
64	493	543	95	176	Piano
65	493	543	176	293	Teacher:
66	493	543	293	384	That's
67	493	543	384	462	where
68	493	543	462	553	you're
69	493	543	553	683	mistaken.
70	493	543	683	800	Mozart's
71	493	543	800	878	music
72	493	543	878	917	is
73	493	543	917	1064	incredibly
74	543	593	95	228	intricate
75	543	593	228	280	and
76	543	593	280	475	sophisticated.
77	543	593	475	514	If
78	543	593	514	566	you
79	543	593	566	657	listen
80	543	593	657	774	closely,
81	543	593	774	865	you'll
82	543	593	865	930	hear
83	543	593	930	982	the
84	543	593	982	1077	subtle
85	593	646	95	267	complexities
86	593	646	267	319	and
87	593	646	319	423	nuances
88	593	646	423	488	that
89	593	646	488	553	make
90	593	646	553	605	his
91	593	646	605	774	compositions
92	593	646	774	813	so
93	593	646	813	930	timeless
94	593	646	930	982	and
95	593	646	982	1103	beloved.
