word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	150	The
1	190	243	150	306	Underground
2	190	243	306	423	Railroad
3	190	243	423	475	was
4	190	243	475	501	a
5	190	243	501	605	network
6	190	243	605	644	of
7	190	243	644	735	routes
8	190	243	735	787	and
9	190	243	787	852	safe
10	190	243	852	943	houses
11	190	243	943	1008	used
12	190	243	1008	1047	by
13	190	243	1047	1168	enslaved
14	243	292	95	202	African
15	243	292	202	332	Americans
16	243	292	332	371	to
17	243	292	371	462	escape
18	243	292	462	501	to
19	243	292	501	566	free
20	243	292	566	657	states
21	243	292	657	709	and
22	243	292	709	813	Canada.
23	243	292	813	852	It
24	243	292	852	956	existed
25	243	292	956	1021	from
26	243	292	1021	1073	the
27	243	292	1073	1142	late
28	292	342	95	163	18th
29	292	342	163	267	century
30	292	342	267	345	until
31	292	342	345	397	the
32	292	342	397	566	Emancipation
33	292	342	566	735	Proclamation
34	292	342	735	787	was
35	292	342	787	878	signed
36	292	342	878	917	in
37	292	342	917	995	1863,
38	292	342	995	1060	with
39	292	342	1060	1103	an
40	342	396	95	228	estimated
41	342	396	228	332	100,000
42	342	396	332	423	people
43	342	396	423	540	escaping
44	342	396	540	579	to
45	342	396	579	683	freedom
46	342	396	683	722	by
47	342	396	722	804	1850.
