word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	163	Once
1	190	243	163	228	upon
2	190	243	228	254	a
3	190	243	254	332	time,
4	190	243	332	358	a
5	190	243	358	436	woman
6	190	243	436	527	walked
7	190	243	527	566	by
8	190	243	566	592	a
9	190	243	592	683	bakery
10	190	243	683	735	and
11	190	243	735	787	the
12	190	243	787	865	smell
13	190	243	865	904	of
14	190	243	904	1008	freshly
15	190	243	1008	1086	baked
16	190	243	1086	1168	bread
17	243	293	95	150	and
18	243	293	150	267	pastries
19	243	293	267	332	made
20	243	293	332	384	her
21	243	293	384	488	stomach
22	243	293	488	592	rumble.
23	243	293	592	644	She
24	243	293	644	761	couldn't
25	243	293	761	852	resist
26	243	293	852	904	the
27	243	293	904	1047	temptation
28	243	293	1047	1103	and
29	293	343	95	189	walked
30	293	343	189	241	in,
31	293	343	241	293	her
32	293	343	293	371	mouth
33	293	343	371	488	watering
34	293	343	488	527	at
35	293	343	527	579	the
36	293	343	579	657	sight
37	293	343	657	696	of
38	293	343	696	748	the
39	293	343	748	878	delicious
40	293	343	878	982	treats.
41	293	343	982	1034	The
42	293	343	1034	1142	cashier
43	343	393	95	202	greeted
44	343	393	202	254	her
45	343	393	254	319	with
46	343	393	319	345	a
47	343	393	345	410	warm
48	343	393	410	488	smile
49	343	393	488	540	and
50	343	393	540	631	asked,
51	343	393	631	696	"""Can"
52	343	393	696	722	I
53	343	393	722	774	get
54	343	393	774	826	you
55	343	393	826	969	"anything?"""
56	343	393	969	1021	The
57	343	393	1021	1103	woman
58	393	443	95	215	replied,
59	393	443	215	293	"""Yes,"
60	393	443	293	358	I'll
61	393	443	358	423	have
62	393	443	423	449	a
63	393	443	449	527	large
64	393	443	527	644	cinnamon
65	393	443	644	722	roll,
66	393	443	722	839	"please."""
67	393	443	839	891	The
68	393	443	891	969	sound
69	393	443	969	1008	of
70	393	443	1008	1060	the
71	393	443	1060	1168	cashier
72	443	493	95	189	typing
73	443	493	189	228	on
74	443	493	228	280	the
75	443	493	280	397	register
76	443	493	397	449	and
77	443	493	449	501	the
78	443	493	501	592	sizzle
79	443	493	592	631	of
80	443	493	631	683	the
81	443	493	683	748	oven
82	443	493	748	813	made
83	443	493	813	865	her
84	443	493	865	930	even
85	443	493	930	995	more
86	443	493	995	1112	excited.
87	443	493	1112	1155	As
88	493	543	95	150	she
89	493	543	150	215	took
90	493	543	215	267	her
91	493	543	267	345	first
92	493	543	345	410	bite
93	493	543	410	449	of
94	493	543	449	501	the
95	493	543	501	579	warm,
96	493	543	579	657	gooey
97	493	543	657	774	cinnamon
98	493	543	774	852	roll,
99	493	543	852	904	she
100	493	543	904	995	closed
101	493	543	995	1047	her
102	493	543	1047	1112	eyes
103	493	543	1112	1168	and
104	543	593	95	202	savored
105	543	593	202	254	the
106	543	593	254	349	taste.
