word_index	y_top	y_bottom	x_left	x_right	word
0	190	242	95	150	The
1	190	242	150	306	Underground
2	190	242	306	423	Railroad
3	190	242	423	475	was
4	190	242	475	501	a
5	190	242	501	592	secret
6	190	242	592	696	network
7	190	242	696	735	of
8	190	242	735	826	routes
9	190	242	826	878	and
10	190	242	878	943	safe
11	190	242	943	1034	houses
12	190	242	1034	1073	in
13	190	242	1073	1129	the
14	242	293	95	150	US,
15	242	293	150	215	from
16	242	293	215	267	the
17	242	293	267	332	late
18	242	293	332	397	18th
19	242	293	397	501	century
20	242	293	501	540	to
21	242	293	540	592	the
22	242	293	592	709	mid-19th
23	242	293	709	826	century,
24	242	293	826	891	that
25	242	293	891	982	helped
26	242	293	982	1103	enslaved
27	293	342	95	202	African
28	293	342	202	332	Americans
29	293	342	332	423	escape
30	293	342	423	488	into
31	293	342	488	553	free
32	293	342	553	644	states
33	293	342	644	696	and
34	293	342	696	800	Canada.
35	293	342	800	839	It
36	293	342	839	891	was
37	293	342	891	969	aided
38	293	342	969	1012	by
39	342	392	95	280	abolitionists
40	342	392	280	332	and
41	342	392	332	423	others
42	342	392	423	579	sympathetic
43	342	392	579	618	to
44	342	392	618	670	the
45	342	392	670	761	cause.
46	342	392	761	943	Approximately
47	342	392	943	1047	100,000
48	342	392	1047	1168	enslaved
49	392	442	95	189	people
50	392	442	189	241	had
51	392	442	241	345	escaped
52	392	442	345	384	to
53	392	442	384	488	freedom
54	392	442	488	540	via
55	392	442	540	592	the
56	392	442	592	696	network
57	392	442	696	735	by
58	392	442	735	813	1850.
59	392	442	813	852	An
60	392	442	852	956	earlier
61	392	442	956	1047	route,
62	392	442	1047	1155	running
63	442	496	95	176	south
64	442	496	176	215	to
65	442	496	215	332	Florida,
66	442	496	332	436	existed
67	442	496	436	501	from
68	442	496	501	553	the
69	442	496	553	618	late
70	442	496	618	683	17th
71	442	496	683	787	century
72	442	496	787	865	until
73	442	496	865	947	1790.
