word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	189	Nature
1	190	243	189	241	and
2	190	243	241	345	Nurture
3	190	243	345	410	both
4	190	243	410	475	play
5	190	243	475	605	important
6	190	243	605	683	roles
7	190	243	683	722	in
8	190	243	722	826	shaping
9	190	243	826	878	who
10	190	243	878	917	we
11	190	243	917	982	are.
12	190	243	982	1077	Nature
13	243	293	95	215	provides
14	243	293	215	267	the
15	243	293	267	410	foundation
16	243	293	410	462	for
17	243	293	462	514	our
18	243	293	514	618	genetic
19	243	293	618	722	makeup,
20	243	293	722	800	while
21	243	293	800	904	nurture
22	243	293	904	1021	provides
23	243	293	1021	1077	the
24	293	343	95	202	context
25	293	343	202	254	for
26	293	343	254	345	growth
27	293	343	345	397	and
28	293	343	397	566	development.
29	293	343	566	605	It
30	293	343	605	644	is
31	293	343	644	787	ultimately
32	293	343	787	839	the
33	293	343	839	995	interaction
34	293	343	995	1103	between
35	343	396	95	176	these
36	343	396	176	228	two
37	343	396	228	293	that
38	343	396	293	436	determines
39	343	396	436	488	our
40	343	396	488	579	unique
41	343	396	579	787	characteristics
42	343	396	787	839	and
43	343	396	839	986	abilities.
