word_index	y_top	y_bottom	x_left	x_right	word
0	189	243	95	176	Murad
1	189	243	176	293	Rahimov,
2	189	243	293	319	a
3	189	243	319	475	16-year-old
4	189	243	475	540	from
5	189	243	540	696	Uzbekistan,
6	189	243	696	748	has
7	189	243	748	839	always
8	189	243	839	904	been
9	189	243	904	1047	fascinated
10	189	243	1047	1090	by
11	243	293	95	189	space.
12	243	293	189	293	Growing
13	243	293	293	332	up
14	243	293	332	371	in
15	243	293	371	397	a
16	243	293	397	475	small
17	243	293	475	592	village,
18	243	293	592	631	he
19	243	293	631	709	would
20	243	293	709	787	spend
21	243	293	787	865	hours
22	243	293	865	969	staring
23	243	293	969	1008	up
24	243	293	1008	1047	at
25	243	293	1047	1103	the
26	293	343	95	176	night
27	293	343	176	228	sky
28	293	343	228	280	and
29	293	343	280	397	dreaming
30	293	343	397	436	of
31	293	343	436	501	what
32	293	343	501	540	it
33	293	343	540	618	would
34	293	343	618	657	be
35	293	343	657	722	like
36	293	343	722	761	to
37	293	343	761	865	explore
38	293	343	865	917	the
39	293	343	917	1008	depths
40	293	343	1008	1047	of
41	293	343	1047	1142	space.
42	343	393	95	202	Despite
43	343	393	202	293	facing
44	343	393	293	410	numerous
45	343	393	410	566	challenges,
46	343	393	566	644	Murad
47	343	393	644	722	never
48	343	393	722	787	gave
49	343	393	787	826	up
50	343	393	826	865	on
51	343	393	865	917	his
52	343	393	917	995	dream
53	343	393	995	1034	of
54	343	393	1034	1155	becoming
55	393	466	95	137	an
56	393	466	137	284	astronaut.
57	466	543	95	137	In
58	466	543	137	163	a
59	466	543	163	306	remarkable
60	466	543	306	371	turn
61	466	543	371	410	of
62	466	543	410	514	events,
63	466	543	514	592	Murad
64	466	543	592	644	was
65	466	543	644	761	recently
66	466	543	761	865	invited
67	466	543	865	904	to
68	466	543	904	969	take
69	466	543	969	995	a
70	466	543	995	1060	tour
71	466	543	1060	1099	of
72	466	543	1099	1155	the
73	543	593	95	163	NASA
74	543	593	163	267	Goddard
75	543	593	267	345	Space
76	543	593	345	436	Flight
77	543	593	436	540	Center.
78	543	593	540	592	The
79	543	593	592	657	tour
80	543	593	657	709	was
81	543	593	709	800	guided
82	543	593	800	839	by
83	543	593	839	1034	astrophysicist
84	543	593	1034	1129	Jeremy
85	593	646	95	254	Schnittman,
86	593	646	254	306	who
87	593	646	306	371	took
88	593	646	371	449	Murad
89	593	646	449	527	under
90	593	646	527	579	his
91	593	646	579	644	wing
92	593	646	644	696	and
93	593	646	696	787	showed
94	593	646	787	839	him
95	593	646	839	930	around
96	593	646	930	982	the
97	593	646	982	1116	facility.
