word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	137	To
1	190	243	137	228	realms
2	190	243	228	267	of
3	190	243	267	397	boundless
4	190	243	397	514	darkness
5	190	243	514	540	I
6	190	243	540	605	have
7	190	243	605	713	sought,
8	243	293	95	176	Where
9	243	293	176	293	fleeting
10	243	293	293	397	shadows
11	243	293	397	462	cast
12	243	293	462	540	their
13	243	293	540	618	eerie
14	243	293	618	713	light;
15	293	343	95	150	And
16	293	343	150	189	in
17	293	343	189	241	the
18	293	343	241	332	depths
19	293	343	332	371	of
20	293	343	371	514	midnight's
21	293	343	514	605	mystic
22	293	343	605	674	womb
23	343	418	95	215	Glimpsed
24	343	418	215	332	glimmers
25	343	418	332	371	of
26	343	418	371	397	a
27	343	418	397	475	world
28	343	418	475	596	unknown.
29	418	493	95	124	A
30	418	493	124	241	thousand
31	418	493	241	306	suns
32	418	493	306	397	ablaze
33	418	493	397	462	with
34	418	493	462	540	fiery
35	418	493	540	609	hue,
36	493	543	95	176	Their
37	493	543	176	267	golden
38	493	543	267	332	rays
39	493	543	332	423	pierce
40	493	543	423	527	through
41	493	543	527	579	the
42	493	543	579	696	blackest
43	493	543	696	791	night;
44	543	593	95	150	Yet
45	543	593	150	228	still
46	543	593	228	319	within
47	543	593	319	358	my
48	543	593	358	423	soul
49	543	593	423	488	doth
50	543	593	488	605	darkness
51	543	593	605	700	dwell,
52	593	646	95	137	An
53	593	646	137	241	eternal
54	593	646	241	332	thirst
55	593	646	332	384	for
56	593	646	384	462	truth
57	593	646	462	622	unquenched.
