word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	137	In
1	190	243	137	163	a
2	190	243	163	241	world
3	190	243	241	280	of
4	190	243	280	371	love's
5	190	243	371	449	grand
6	190	243	449	583	symphony,
7	243	293	95	124	I
8	243	293	124	202	stand
9	243	293	202	293	alone,
10	243	293	293	319	a
11	243	293	319	410	lonely
12	243	293	410	518	sonata.
13	293	343	95	150	Her
14	293	343	150	267	laughter
15	293	343	267	358	dances
16	293	343	358	423	upon
17	293	343	423	475	the
18	293	343	475	583	breeze,
19	343	393	95	150	Yet
20	343	393	150	202	her
21	343	393	202	280	heart
22	343	393	280	384	remains
23	343	393	384	462	cold,
24	343	393	462	579	unbroken
25	343	393	579	631	and
26	343	393	631	726	peace.
27	393	443	95	163	Each
28	393	443	163	228	day,
29	393	443	228	254	I
30	393	443	254	332	watch
31	393	443	332	384	her
32	393	443	384	462	smile
33	393	443	462	514	and
34	393	443	514	635	rejoice,
35	443	491	95	137	As
36	443	491	137	189	her
37	443	491	189	267	heart
38	443	491	267	371	remains
39	443	491	371	475	forever
40	443	491	475	527	out
41	443	491	527	566	of
42	443	491	566	661	reach.
43	491	543	95	137	My
44	491	543	137	215	love,
45	491	543	215	306	aching
46	491	543	306	358	for
47	491	543	358	384	a
48	491	543	384	518	response,
49	543	593	95	137	In
50	543	593	137	202	vain
51	543	593	202	228	I
52	543	593	228	319	stand,
53	543	593	319	384	like
54	543	593	384	410	a
55	543	593	410	540	forgotten
56	543	593	540	661	romance.
57	593	642	95	150	Oh,
58	593	642	150	228	love,
59	593	642	228	280	let
60	593	642	280	319	me
61	593	642	319	358	be
62	593	642	358	492	embraced,
63	642	696	95	150	For
64	642	696	150	215	this
65	642	696	215	293	agony
66	642	696	293	332	of
67	642	696	332	358	a
68	642	696	358	423	love
69	642	696	423	618	unreciprocated
70	642	696	618	657	is
71	642	696	657	696	my
72	642	696	696	778	fate.
