word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	150	The
1	190	243	150	293	expression
2	190	243	293	358	"""the"
3	190	243	358	423	days
4	190	243	423	475	are
5	190	243	475	553	long,
6	190	243	553	605	and
7	190	243	605	657	the
8	190	243	657	735	years
9	190	243	735	787	are
10	190	243	787	878	"short"""
11	190	243	878	917	is
12	190	243	917	995	often
13	190	243	995	1060	used
14	190	243	1060	1103	to
15	243	293	95	215	describe
16	243	293	215	267	the
17	243	293	267	410	experience
18	243	293	410	449	of
19	243	293	449	553	raising
20	243	293	553	683	children.
21	243	293	683	722	It
22	243	293	722	813	refers
23	243	293	813	852	to
24	243	293	852	904	the
25	243	293	904	969	idea
26	243	293	969	1034	that
27	243	293	1034	1103	when
28	293	343	95	189	you're
29	293	343	189	228	in
30	293	343	228	280	the
31	293	343	280	358	midst
32	293	343	358	397	of
33	293	343	397	449	the
34	293	343	449	592	day-to-day
35	293	343	592	813	responsibilities
36	293	343	813	852	of
37	293	343	852	995	parenting,
38	293	343	995	1060	such
39	293	343	1060	1103	as
40	343	393	95	215	feeding,
41	343	393	215	332	changing
42	343	393	332	449	diapers,
43	343	393	449	501	and
44	343	393	501	605	dealing
45	343	393	605	670	with
46	343	393	670	800	tantrums,
47	343	393	800	852	the
48	343	393	852	917	days
49	343	393	917	969	can
50	343	393	969	1038	feel
51	393	443	95	241	incredibly
52	393	443	241	306	long
53	393	443	306	358	and
54	393	443	358	488	draining.
55	393	443	488	605	However,
56	393	443	605	670	when
57	393	443	670	722	you
58	393	443	722	787	look
59	393	443	787	852	back
60	393	443	852	891	on
61	393	443	891	969	those
62	393	443	969	1060	years,
63	393	443	1060	1129	they
64	443	518	95	163	seem
65	443	518	163	202	to
66	443	518	202	267	have
67	443	518	267	358	passed
68	443	518	358	397	by
69	443	518	397	518	quickly.
70	518	593	95	137	In
71	518	593	137	215	other
72	518	593	215	306	words,
73	518	593	306	358	the
74	518	593	358	436	daily
75	518	593	436	514	tasks
76	518	593	514	566	and
77	518	593	566	709	challenges
78	518	593	709	748	of
79	518	593	748	852	raising
80	518	593	852	969	children
81	518	593	969	1021	can
82	518	593	1021	1064	be
83	593	646	95	241	exhausting
84	593	646	241	293	and
85	593	646	293	501	time-consuming,
86	593	646	501	592	making
87	593	646	592	657	each
88	593	646	657	709	day
89	593	646	709	774	feel
90	593	646	774	839	like
91	593	646	839	878	an
92	593	646	878	1012	eternity.
