word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	189	Taking
1	190	243	189	215	a
2	190	243	215	280	cold
3	190	243	280	371	shower
4	190	243	371	410	is
5	190	243	410	436	a
6	190	243	436	527	unique
7	190	243	527	631	sensory
8	190	243	631	774	experience
9	190	243	774	839	that
10	190	243	839	891	can
11	190	243	891	930	be
12	190	243	930	995	both
13	190	243	995	1168	invigorating
14	243	293	95	150	and
15	243	293	150	319	challenging.
16	243	293	319	384	When
17	243	293	384	436	you
18	243	293	436	514	first
19	243	293	514	579	step
20	243	293	579	644	into
21	243	293	644	696	the
22	243	293	696	761	cold
23	243	293	761	852	water,
24	243	293	852	891	it
25	243	293	891	943	can
26	243	293	943	982	be
27	243	293	982	1008	a
28	243	293	1008	1086	shock
29	243	293	1086	1129	to
30	293	343	95	163	your
31	293	343	163	267	system,
32	293	343	267	371	causing
33	293	343	371	436	your
34	293	343	436	501	body
35	293	343	501	540	to
36	293	343	540	618	tense
37	293	343	618	657	up
38	293	343	657	709	and
39	293	343	709	774	your
40	293	343	774	865	breath
41	293	343	865	904	to
42	293	343	904	1021	quicken.
43	293	343	1021	1060	As
44	293	343	1060	1116	you
45	343	393	95	215	continue
46	343	393	215	254	to
47	343	393	254	332	stand
48	343	393	332	410	under
49	343	393	410	462	the
50	343	393	462	527	cold
51	343	393	527	618	water,
52	343	393	618	683	your
53	343	393	683	748	body
54	343	393	748	839	begins
55	343	393	839	878	to
56	343	393	878	982	adjust,
57	343	393	982	1034	and
58	343	393	1034	1086	you
59	343	393	1086	1142	may
60	393	443	95	176	start
61	393	443	176	215	to
62	393	443	215	280	feel
63	393	443	280	306	a
64	393	443	306	397	slight
65	393	443	397	514	numbness
66	393	443	514	553	or
67	393	443	553	670	tingling
68	393	443	670	813	sensation.
69	393	443	813	878	This
70	393	443	878	917	is
71	393	443	917	969	due
72	393	443	969	1008	to
73	393	443	1008	1060	the
74	393	443	1060	1129	cold
75	443	493	95	176	water
76	443	493	176	280	causing
77	443	493	280	345	your
78	443	493	345	423	blood
79	443	493	423	527	vessels
80	443	493	527	566	to
81	443	493	566	709	constrict,
82	443	493	709	787	which
83	443	493	787	839	can
84	443	493	839	904	help
85	443	493	904	995	reduce
86	443	493	995	1168	inflammation
87	493	546	95	150	and
88	493	546	150	254	improve
89	493	546	254	427	circulation.
