word_index	y_top	y_bottom	x_left	x_right	word
0	190	267	95	189	Title:
1	190	267	189	267	Murad
2	190	267	267	384	Rahimov:
3	190	267	384	410	A
4	190	267	410	514	Journey
5	190	267	514	553	to
6	190	267	553	605	the
7	190	267	605	687	Stars
8	267	343	95	137	In
9	267	343	137	189	the
10	267	343	189	267	heart
11	267	343	267	306	of
12	267	343	306	462	Uzbekistan,
13	267	343	462	488	a
14	267	343	488	566	small
15	267	343	566	670	village
16	267	343	670	748	named
17	267	343	748	891	Samarkand,
18	267	343	891	917	a
19	267	343	917	1073	16-year-old
20	267	343	1073	1129	boy
21	343	393	95	176	named
22	343	393	176	254	Murad
23	343	393	254	358	Rahimov
24	343	393	358	475	nurtured
25	343	393	475	514	an
26	343	393	514	657	insatiable
27	343	393	657	761	passion
28	343	393	761	813	for
29	343	393	813	891	space
30	343	393	891	1060	exploration.
31	343	393	1060	1168	Despite
32	393	443	95	150	his
33	393	443	150	241	humble
34	393	443	241	397	beginnings,
35	393	443	397	501	Murad's
36	393	443	501	579	dream
37	393	443	579	631	was
38	393	443	631	683	not
39	393	443	683	800	confined
40	393	443	800	839	to
41	393	443	839	891	the
42	393	443	891	1034	boundaries
43	393	443	1034	1073	of
44	393	443	1073	1129	his
45	443	493	95	228	hometown.
46	443	493	228	280	His
47	443	493	280	397	ambition
48	443	493	397	449	was
49	443	493	449	488	to
50	443	493	488	566	reach
51	443	493	566	618	for
52	443	493	618	670	the
53	443	493	670	761	stars,
54	443	493	761	800	to
55	443	493	800	904	explore
56	443	493	904	956	the
57	443	493	956	1086	mysteries
58	443	493	1086	1129	of
59	493	543	95	150	the
60	493	543	150	280	universe,
61	493	543	280	332	and
62	493	543	332	371	to
63	493	543	371	462	become
64	493	543	462	501	an
65	493	543	501	644	astronaut.
66	493	543	644	709	This
67	493	543	709	748	is
68	493	543	748	800	the
69	493	543	800	878	story
70	493	543	878	917	of
71	493	543	917	1021	Murad's
72	493	543	1021	1125	journey
73	493	543	1125	1168	to
74	543	596	95	150	the
75	543	596	150	254	Goddard
76	543	596	254	332	Space
77	543	596	332	423	Flight
78	543	596	423	527	Center,
79	543	596	527	605	where
80	543	596	605	644	he
81	543	596	644	761	embarked
82	543	596	761	800	on
83	543	596	800	826	a
84	543	596	826	1008	life-changing
85	543	596	1008	1168	experience.
