word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	150	The
1	190	243	150	280	Manhattan
2	190	243	280	384	Project
3	190	243	384	436	was
4	190	243	436	462	a
5	190	243	462	501	US
6	190	243	501	618	research
7	190	243	618	670	and
8	190	243	670	826	development
9	190	243	826	930	program
10	190	243	930	995	that
11	190	243	995	1112	produced
12	190	243	1112	1168	the
13	243	293	95	176	first
14	243	293	176	267	atomic
15	243	293	267	345	bombs
16	243	293	345	436	during
17	243	293	436	514	World
18	243	293	514	566	War
19	243	293	566	618	II.
20	243	293	618	657	It
21	243	293	657	774	involved
22	243	293	774	826	the
23	243	293	826	982	cooperation
24	243	293	982	1021	of
25	243	293	1021	1073	the
26	243	293	1073	1129	US,
27	293	343	95	150	the
28	293	343	150	202	UK,
29	293	343	202	254	and
30	293	343	254	358	Canada,
31	293	343	358	410	and
32	293	343	410	462	the
33	293	343	462	605	leadership
34	293	343	605	644	of
35	293	343	644	748	General
36	293	343	748	839	Groves
37	293	343	839	891	and
38	293	343	891	1025	physicist
39	343	393	95	267	Oppenheimer.
40	343	393	267	319	The
41	343	393	319	423	project
42	343	393	423	527	focused
43	343	393	527	566	on
44	343	393	566	709	developing
45	343	393	709	761	and
46	343	393	761	891	producing
47	343	393	891	1008	gun-type
48	343	393	1008	1064	and
49	393	443	95	293	implosion-type
50	393	443	293	397	fission
51	393	443	397	514	weapons,
52	393	443	514	553	as
53	393	443	553	618	well
54	393	443	618	657	as
55	393	443	657	761	uranium
56	393	443	761	813	and
57	393	443	813	956	plutonium.
58	393	443	956	995	It
59	393	443	995	1064	also
60	443	496	95	228	conducted
61	443	496	228	358	espionage
62	443	496	358	397	on
63	443	496	397	449	the
64	443	496	449	540	German
65	443	496	540	631	atomic
66	443	496	631	752	project.
