word_index	y_top	y_bottom	x_left	x_right	word
0	189	243	95	228	Character
1	189	243	228	267	1:
2	189	243	267	306	"""I"
3	189	243	306	384	can't
4	189	243	384	488	believe
5	189	243	488	579	you're
6	189	243	579	657	still
7	189	243	657	761	against
8	189	243	761	813	gun
9	189	243	813	930	control,
10	189	243	930	1008	John.
11	189	243	1008	1086	Don't
12	189	243	1086	1142	you
13	243	293	95	176	think
14	243	293	176	241	it's
15	243	293	241	306	time
16	243	293	306	345	we
17	243	293	345	410	take
18	243	293	410	501	action
19	243	293	501	540	to
20	243	293	540	644	prevent
21	243	293	644	722	these
22	243	293	722	787	mass
23	243	293	787	947	"shootings?"""
24	293	343	95	228	Character
25	293	343	228	267	2:
26	293	343	267	306	"""I"
27	293	343	306	449	understand
28	293	343	449	514	your
29	293	343	514	631	concern,
30	293	343	631	683	but
31	293	343	683	709	I
32	293	343	709	787	think
33	293	343	787	852	it's
34	293	343	852	982	important
35	293	343	982	1021	to
36	293	343	1021	1142	remember
37	343	396	95	163	that
38	343	396	163	228	guns
39	343	396	228	319	aren't
40	343	396	319	371	the
41	343	396	371	492	problem.
