word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	189	Nature
1	190	243	189	241	and
2	190	243	241	345	nurture
3	190	243	345	410	both
4	190	243	410	475	play
5	190	243	475	605	important
6	190	243	605	683	roles
7	190	243	683	722	in
8	190	243	722	826	shaping
9	190	243	826	878	who
10	190	243	878	917	we
11	190	243	917	982	are.
12	190	243	982	1077	Nature
13	243	293	95	215	provides
14	243	293	215	267	the
15	243	293	267	410	foundation
16	243	293	410	462	for
17	243	293	462	514	our
18	243	293	514	618	genetic
19	243	293	618	722	makeup,
20	243	293	722	878	determining
21	243	293	878	930	our
22	243	293	930	1051	physical
23	293	343	95	319	characteristics,
24	293	343	319	501	intelligence,
25	293	343	501	553	and
26	293	343	553	774	predispositions.
27	293	343	774	891	Nurture,
28	293	343	891	930	on
29	293	343	930	982	the
30	293	343	982	1060	other
31	293	343	1060	1142	hand,
32	343	393	95	189	refers
33	343	393	189	228	to
34	343	393	228	280	the
35	343	393	280	462	environmental
36	343	393	462	566	factors
37	343	393	566	631	that
38	343	393	631	761	influence
39	343	393	761	813	our
40	343	393	813	982	development,
41	343	393	982	1047	such
42	343	393	1047	1086	as
43	343	393	1086	1142	our
44	393	443	95	254	upbringing,
45	393	443	254	397	education,
46	393	443	397	449	and
47	393	443	449	618	experiences.
48	393	443	618	696	While
49	393	443	696	787	nature
50	393	443	787	852	sets
51	393	443	852	904	the
52	393	443	904	995	stage,
53	393	443	995	1099	nurture
54	393	443	1099	1155	can
55	443	493	95	189	modify
56	443	493	189	241	and
57	443	493	241	319	shape
58	443	493	319	371	our
59	443	493	371	462	traits
60	443	493	462	514	and
61	443	493	514	657	behaviors.
62	443	493	657	696	It
63	443	493	696	735	is
64	443	493	735	787	the
65	443	493	787	917	interplay
66	443	493	917	1021	between
67	443	493	1021	1112	nature
68	443	493	1112	1168	and
69	493	546	95	202	nurture
70	493	546	202	267	that
71	493	546	267	410	ultimately
72	493	546	410	553	determines
73	493	546	553	605	who
74	493	546	605	644	we
75	493	546	644	752	become.
