word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	189	Nature
1	190	243	189	241	vs.
2	190	243	241	345	nurture
3	190	243	345	397	has
4	190	243	397	462	been
5	190	243	462	488	a
6	190	243	488	670	long-standing
7	190	243	670	761	debate
8	190	243	761	800	in
9	190	243	800	852	the
10	190	243	852	930	field
11	190	243	930	969	of
12	190	243	969	1112	psychology
13	190	243	1112	1168	and
14	243	293	95	176	human
15	243	293	176	345	development.
16	243	293	345	410	Both
17	243	293	410	501	nature
18	243	293	501	553	and
19	243	293	553	657	nurture
20	243	293	657	722	play
21	243	293	722	826	crucial
22	243	293	826	904	roles
23	243	293	904	943	in
24	243	293	943	1047	shaping
25	243	293	1047	1099	who
26	243	293	1099	1142	we
27	293	368	95	150	are
28	293	368	150	189	as
29	293	368	189	358	individuals,
30	293	368	358	410	but
31	293	368	410	566	determining
32	293	368	566	644	which
33	293	368	644	683	is
34	293	368	683	748	more
35	293	368	748	878	important
36	293	368	878	930	has
37	293	368	930	995	been
38	293	368	995	1116	elusive.
39	368	443	95	189	Nature
40	368	443	189	280	refers
41	368	443	280	319	to
42	368	443	319	371	the
43	368	443	371	475	genetic
44	368	443	475	527	and
45	368	443	527	670	biological
46	368	443	670	774	factors
47	368	443	774	839	that
48	368	443	839	982	contribute
49	368	443	982	1021	to
50	368	443	1021	1077	our
51	443	493	95	267	development.
52	443	493	267	332	This
53	443	493	332	449	includes
54	443	493	449	501	our
55	443	493	501	618	physical
56	443	493	618	774	appearance,
57	443	493	774	878	genetic
58	443	493	878	1086	predispositions
59	443	493	1086	1129	to
60	493	543	95	202	certain
61	493	543	202	332	behaviors
62	493	543	332	384	and
63	493	543	384	488	traits,
64	493	543	488	540	and
65	493	543	540	592	our
66	493	543	592	696	overall
67	493	543	696	800	health.
68	493	543	800	852	For
69	493	543	852	969	example,
70	493	543	969	1073	studies
71	493	543	1073	1142	have
72	543	593	95	176	shown
73	543	593	176	241	that
74	543	593	241	345	certain
75	543	593	345	436	mental
76	543	593	436	527	health
77	543	593	527	657	disorders
78	543	593	657	709	can
79	543	593	709	774	have
80	543	593	774	878	genetic
81	543	593	878	969	links,
82	543	593	969	1073	meaning
83	543	593	1073	1142	that
84	593	643	95	150	the
85	593	643	150	293	likelihood
86	593	643	293	332	of
87	593	643	332	371	an
88	593	643	371	514	individual
89	593	643	514	657	developing
90	593	643	657	722	such
91	593	643	722	748	a
92	593	643	748	865	disorder
93	593	643	865	917	can
94	593	643	917	956	be
95	593	643	956	1099	influenced
96	593	643	1099	1142	by
97	643	718	95	176	their
98	643	718	176	280	genetic
99	643	718	280	388	makeup.
100	718	792	95	215	Nurture,
101	718	792	215	254	on
102	718	792	254	306	the
103	718	792	306	384	other
104	718	792	384	462	hand,
105	718	792	462	553	refers
106	718	792	553	592	to
107	718	792	592	644	the
108	718	792	644	826	environmental
109	718	792	826	930	factors
110	718	792	930	995	that
111	718	792	995	1129	influence
112	792	846	95	150	our
113	792	846	150	323	development.
