word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	137	In
1	190	243	137	228	recent
2	190	243	228	319	years,
3	190	243	319	371	the
4	190	243	371	462	influx
5	190	243	462	501	of
6	190	243	501	592	Syrian
7	190	243	592	709	refugees
8	190	243	709	774	into
9	190	243	774	865	Turkey
10	190	243	865	917	has
11	190	243	917	1086	skyrocketed,
12	190	243	1086	1155	with
13	243	293	95	137	an
14	243	293	137	267	estimated
15	243	293	267	319	3.6
16	243	293	319	423	million
17	243	293	423	540	refugees
18	243	293	540	670	currently
19	243	293	670	787	residing
20	243	293	787	826	in
21	243	293	826	878	the
22	243	293	878	995	country.
23	243	293	995	1073	While
24	243	293	1073	1129	the
25	293	343	95	202	Turkish
26	293	343	202	345	government
27	293	343	345	397	has
28	293	343	397	475	taken
29	293	343	475	553	steps
30	293	343	553	592	to
31	293	343	592	722	integrate
32	293	343	722	800	these
33	293	343	800	917	refugees
34	293	343	917	982	into
35	293	343	982	1099	society,
36	293	343	1099	1168	they
37	343	393	95	215	continue
38	343	393	215	254	to
39	343	393	254	319	face
40	343	393	319	475	significant
41	343	393	475	618	challenges
42	343	393	618	657	in
43	343	393	657	761	finding
44	343	393	761	904	employment
45	343	393	904	956	and
46	343	393	956	1099	navigating
47	343	393	1099	1155	the
48	393	468	95	215	cultural
49	393	468	215	267	and
50	393	468	267	397	political
51	393	468	397	553	differences
52	393	468	553	657	between
53	393	468	657	735	their
54	393	468	735	826	native
55	393	468	826	904	Syria
56	393	468	904	956	and
57	393	468	956	1034	their
58	393	468	1034	1086	new
59	393	468	1086	1168	home.
60	468	543	95	150	One
61	468	543	150	189	of
62	468	543	189	241	the
63	468	543	241	345	biggest
64	468	543	345	475	obstacles
65	468	543	475	540	that
66	468	543	540	631	Syrian
67	468	543	631	748	refugees
68	468	543	748	787	in
69	468	543	787	904	Istanbul
70	468	543	904	969	face
71	468	543	969	1008	is
72	468	543	1008	1168	xenophobia.
73	543	593	95	202	Despite
74	543	593	202	306	efforts
75	543	593	306	345	by
76	543	593	345	397	the
77	543	593	397	501	Turkish
78	543	593	501	644	government
79	543	593	644	683	to
80	543	593	683	774	combat
81	543	593	774	969	discrimination
82	543	593	969	1077	against
83	593	643	95	228	refugees,
84	593	643	228	293	many
85	593	643	293	371	Turks
86	593	643	371	462	remain
87	593	643	462	527	wary
88	593	643	527	566	of
89	593	643	566	618	the
90	593	643	618	761	newcomers,
91	593	643	761	813	and
92	593	643	813	878	this
93	593	643	878	930	has
94	593	643	930	982	led
95	593	643	982	1021	to
96	593	643	1021	1047	a
97	593	643	1047	1112	rise
98	593	643	1112	1155	in
99	643	696	95	228	incidents
100	643	696	228	267	of
101	643	696	267	410	harassment
102	643	696	410	462	and
103	643	696	462	579	violence
104	643	696	579	683	against
105	643	696	683	765	them.
