word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	150	The
1	190	243	150	280	Manhattan
2	190	243	280	384	Project
3	190	243	384	436	was
4	190	243	436	462	a
5	190	243	462	579	U.S.-led
6	190	243	579	670	effort
7	190	243	670	709	to
8	190	243	709	800	create
9	190	243	800	852	the
10	190	243	852	930	first
11	190	243	930	1034	nuclear
12	190	243	1034	1142	weapons
13	243	293	95	189	during
14	243	293	189	267	World
15	243	293	267	319	War
16	243	293	319	371	II.
17	243	293	371	410	It
18	243	293	410	475	used
19	243	293	475	579	various
20	243	293	579	683	methods
21	243	293	683	722	to
22	243	293	722	813	enrich
23	243	293	813	917	uranium
24	243	293	917	969	and
25	243	293	969	1077	produce
26	293	343	95	241	plutonium,
27	293	343	241	319	which
28	293	343	319	384	were
29	293	343	384	436	the
30	293	343	436	501	main
31	293	343	501	644	components
32	293	343	644	683	of
33	293	343	683	735	the
34	293	343	735	826	bombs.
35	293	343	826	865	It
36	293	343	865	930	also
37	293	343	930	1060	developed
38	293	343	1060	1116	and
39	343	393	95	189	tested
40	343	393	189	241	two
41	343	393	241	319	types
42	343	393	319	358	of
43	343	393	358	449	atomic
44	343	393	449	540	bombs:
45	343	393	540	566	a
46	343	393	566	683	gun-type
47	343	393	683	787	fission
48	343	393	787	852	bomb
49	343	393	852	904	and
50	343	393	904	943	an
51	343	393	943	1142	implosion-type
52	393	443	95	176	bomb.
53	393	443	176	215	It
54	393	443	215	280	also
55	393	443	280	397	gathered
56	393	443	397	566	intelligence
57	393	443	566	605	on
58	393	443	605	657	the
59	393	443	657	748	German
60	393	443	748	852	nuclear
61	393	443	852	956	project
62	393	443	956	1008	and
63	393	443	1008	1142	recruited
64	443	493	95	163	some
65	443	493	163	254	German
66	443	493	254	414	scientists.
