word_index	y_top	y_bottom	x_left	x_right	word
0	189	243	95	215	Arkansas
1	189	243	215	293	faces
2	189	243	293	371	legal
3	189	243	371	501	obstacles
4	189	243	501	540	in
5	189	243	540	670	executing
6	189	243	670	748	eight
7	189	243	748	852	inmates
8	189	243	852	917	over
9	189	243	917	956	11
10	189	243	956	1021	days
11	189	243	1021	1073	due
12	189	243	1073	1116	to
13	243	293	95	163	drug
14	243	293	163	319	expiration.
15	243	293	319	371	The
16	243	293	371	449	state
17	243	293	449	501	has
18	243	293	501	566	been
19	243	293	566	709	struggling
20	243	293	709	748	to
21	243	293	748	852	acquire
22	243	293	852	904	the
23	243	293	904	1034	necessary
24	243	293	1034	1112	drugs
25	243	293	1112	1168	for
26	293	343	95	150	its
27	293	343	150	241	lethal
28	293	343	241	371	injection
29	293	343	371	501	protocol,
30	293	343	501	579	which
31	293	343	579	631	has
32	293	343	631	683	led
33	293	343	683	722	to
34	293	343	722	813	delays
35	293	343	813	865	and
36	293	343	865	982	concerns
37	293	343	982	1047	over
38	293	343	1047	1099	the
39	293	343	1099	1168	risk
40	343	418	95	137	of
41	343	418	137	267	suffering
42	343	418	267	358	during
43	343	418	358	566	midazolam-based
44	343	418	566	726	executions.
45	418	493	95	137	On
46	418	493	137	254	Tuesday,
47	418	493	254	280	a
48	418	493	280	384	federal
49	418	493	384	462	judge
50	418	493	462	501	in
51	418	493	501	592	Little
52	418	493	592	657	Rock
53	418	493	657	748	issued
54	418	493	748	774	a
55	418	493	774	904	temporary
56	418	493	904	1060	restraining
57	418	493	1060	1155	order,
58	493	543	95	215	blocking
59	493	543	215	267	the
60	493	543	267	397	execution
61	493	543	397	436	of
62	493	543	436	488	one
63	493	543	488	527	of
64	493	543	527	579	the
65	493	543	579	683	inmates
66	493	543	683	813	scheduled
67	493	543	813	865	for
68	493	543	865	995	execution
69	493	543	995	1034	on
70	493	543	1034	1168	Thursday.
71	543	593	95	150	The
72	543	593	150	228	judge
73	543	593	228	306	cited
74	543	593	306	423	concerns
75	543	593	423	488	over
76	543	593	488	540	the
77	543	593	540	644	state's
78	543	593	644	748	ability
79	543	593	748	787	to
80	543	593	787	891	acquire
81	543	593	891	943	the
82	543	593	943	1073	necessary
83	543	593	1073	1155	drugs
84	593	643	95	150	and
85	593	643	150	202	the
86	593	643	202	267	risk
87	593	643	267	306	of
88	593	643	306	436	suffering
89	593	643	436	527	during
90	593	643	527	735	midazolam-based
91	593	643	735	895	executions.
92	643	693	95	150	The
93	643	693	150	228	state
94	643	693	228	280	has
95	643	693	280	345	been
96	643	693	345	436	trying
97	643	693	436	475	to
98	643	693	475	579	acquire
99	643	693	579	631	the
100	643	693	631	761	necessary
101	643	693	761	839	drugs
102	643	693	839	891	for
103	643	693	891	956	over
104	643	693	956	982	a
105	643	693	982	1060	year,
106	643	693	1060	1112	but
107	643	693	1112	1168	has
108	693	743	95	176	faced
109	693	743	176	293	numerous
110	693	743	293	440	obstacles.
