word_index	y_top	y_bottom	x_left	x_right	word
0	190	242	95	189	Alfred
1	190	242	189	306	Bernhard
2	190	242	306	397	Nobel,
3	190	242	397	423	a
4	190	242	423	527	Swedish
5	190	242	527	631	chemist
6	190	242	631	683	and
7	190	242	683	813	inventor,
8	190	242	813	852	is
9	190	242	852	930	known
10	190	242	930	982	for
11	190	242	982	1038	his
12	242	293	95	293	groundbreaking
13	242	293	293	358	work
14	242	293	358	397	in
15	242	293	397	449	the
16	242	293	449	527	field
17	242	293	527	566	of
18	242	293	566	696	chemistry
19	242	293	696	748	and
20	242	293	748	904	explosives.
21	242	293	904	943	He
22	242	293	943	982	is
23	242	293	982	1047	most
24	242	293	1047	1168	famously
25	293	343	95	241	recognized
26	293	343	241	293	for
27	293	343	293	345	his
28	293	343	345	475	invention
29	293	343	475	514	of
30	293	343	514	644	dynamite,
31	293	343	644	670	a
32	293	343	670	761	highly
33	293	343	761	878	powerful
34	293	343	878	930	and
35	293	343	930	1021	stable
36	293	343	1021	1086	form
37	293	343	1086	1129	of
38	343	393	95	280	nitroglycerin
39	343	393	280	345	that
40	343	393	345	540	revolutionized
41	343	393	540	592	the
42	343	393	592	774	construction,
43	343	393	774	878	mining,
44	343	393	878	930	and
45	343	393	930	1051	military
46	393	466	95	258	industries.
47	466	543	95	202	Nobel's
48	466	543	202	332	invention
49	466	543	332	371	of
50	466	543	371	488	dynamite
51	466	543	488	579	earned
52	466	543	579	631	him
53	466	543	631	709	great
54	466	543	709	800	wealth
55	466	543	800	852	and
56	466	543	852	969	success,
57	466	543	969	1021	but
58	466	543	1021	1060	it
59	466	543	1060	1129	also
60	543	593	95	150	led
61	543	593	150	189	to
62	543	593	189	345	controversy
63	543	593	345	397	due
64	543	593	397	436	to
65	543	593	436	488	its
66	543	593	488	618	potential
67	543	593	618	670	for
68	543	593	670	826	destruction
69	543	593	826	878	and
70	543	593	878	956	harm.
71	543	593	956	995	To
72	543	593	995	1142	counteract
73	593	642	95	176	this,
74	593	642	176	254	Nobel
75	593	642	254	332	later
76	593	642	332	488	established
77	593	642	488	540	the
78	593	642	540	618	Nobel
79	593	642	618	709	Prize,
80	593	642	709	735	a
81	593	642	735	826	series
82	593	642	826	865	of
83	593	642	865	956	annual
84	593	642	956	1142	international
85	642	693	95	189	awards
86	642	693	189	306	bestowed
87	642	693	306	345	in
88	642	693	345	449	several
89	642	693	449	592	categories
90	642	693	592	631	by
91	642	693	631	735	Swedish
92	642	693	735	787	and
93	642	693	787	917	Norwegian
94	642	693	917	1086	institutions
95	642	693	1086	1129	in
96	693	746	95	254	recognition
97	693	746	254	293	of
98	693	746	293	423	academic,
99	693	746	423	553	cultural,
100	693	746	553	605	and
101	693	746	605	748	scientific
102	693	746	748	882	advances.
