word_index	y_top	y_bottom	x_left	x_right	word
0	190	242	95	150	The
1	190	242	150	306	Underground
2	190	242	306	423	Railroad
3	190	242	423	475	was
4	190	242	475	501	a
5	190	242	501	592	secret
6	190	242	592	683	system
7	190	242	683	722	of
8	190	242	722	800	paths
9	190	242	800	852	and
10	190	242	852	917	safe
11	190	242	917	1008	houses
12	190	242	1008	1047	in
13	190	242	1047	1099	the
14	190	242	1099	1142	US
15	242	293	95	189	during
16	242	293	189	241	the
17	242	293	241	332	1800s.
18	242	293	332	371	It
19	242	293	371	462	helped
20	242	293	462	579	enslaved
21	242	293	579	683	African
22	242	293	683	813	Americans
23	242	293	813	904	escape
24	242	293	904	943	to
25	242	293	943	1008	free
26	242	293	1008	1099	states
27	242	293	1099	1155	and
28	293	343	95	189	Canada
29	293	343	189	254	with
30	293	343	254	319	help
31	293	343	319	384	from
32	293	343	384	475	people
33	293	343	475	527	who
34	293	343	527	618	wanted
35	293	343	618	657	to
36	293	343	657	709	end
37	293	343	709	826	slavery.
38	293	343	826	904	There
39	293	343	904	969	were
40	293	343	969	1047	other
41	293	343	1047	1142	routes
42	343	392	95	137	to
43	343	392	137	228	Mexico
44	343	392	228	280	and
45	343	392	280	410	Caribbean
46	343	392	410	514	islands
47	343	392	514	592	where
48	343	392	592	696	slavery
49	343	392	696	748	was
50	343	392	748	800	not
51	343	392	800	917	allowed.
52	343	392	917	982	This
53	343	392	982	1090	network
54	392	442	95	202	started
55	392	442	202	241	in
56	392	442	241	293	the
57	392	442	293	358	late
58	392	442	358	436	1700s
59	392	442	436	488	and
60	392	442	488	553	grew
61	392	442	553	631	until
62	392	442	631	761	President
63	392	442	761	865	Lincoln
64	392	442	865	956	signed
65	392	442	956	982	a
66	392	442	982	1034	law
67	392	442	1034	1099	that
68	392	442	1099	1168	made
69	442	492	95	202	slavery
70	442	492	202	319	illegal.
71	442	492	319	384	It's
72	442	492	384	514	estimated
73	442	492	514	579	that
74	442	492	579	670	around
75	442	492	670	774	100,000
76	442	492	774	891	enslaved
77	442	492	891	982	people
78	442	492	982	1086	escaped
79	442	492	1086	1129	to
80	492	546	95	202	freedom
81	492	546	202	280	using
82	492	546	280	332	the
83	492	546	332	488	Underground
84	492	546	488	605	Railroad
85	492	546	605	644	by
86	492	546	644	726	1850.
