word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	176	Piano
1	190	243	176	293	Teacher:
2	190	243	293	358	Good
3	190	243	358	475	morning,
4	190	243	475	527	how
5	190	243	527	579	are
6	190	243	579	631	you
7	190	243	631	709	doing
8	190	243	709	804	today?
9	243	293	95	215	Student:
10	243	293	215	280	Good
11	243	293	280	397	morning.
12	243	293	397	449	I'm
13	243	293	449	527	doing
14	243	293	527	605	okay,
15	243	293	605	683	thank
16	243	293	683	752	you.
17	293	343	95	176	Piano
18	293	343	176	293	Teacher:
19	293	343	293	384	That's
20	293	343	384	462	great
21	293	343	462	501	to
22	293	343	501	579	hear.
23	293	343	579	631	So,
24	293	343	631	696	what
25	293	343	696	761	have
26	293	343	761	813	you
27	293	343	813	878	been
28	293	343	878	982	working
29	293	343	982	1021	on
30	293	343	1021	1129	lately?
31	343	393	95	215	Student:
32	343	393	215	293	Well,
33	343	393	293	358	I've
34	343	393	358	423	been
35	343	393	423	566	practicing
36	343	393	566	631	some
37	343	393	631	722	pieces
38	343	393	722	761	by
39	343	393	761	865	Mozart.
40	343	393	865	891	I
41	343	393	891	956	find
42	343	393	956	1021	them
43	343	393	1021	1112	really
44	343	393	1112	1168	fun
45	393	443	95	137	to
46	393	443	137	215	play,
47	393	443	215	267	but
48	393	443	267	293	I
49	393	443	293	371	don't
50	393	443	371	449	think
51	393	443	449	553	they're
52	393	443	553	618	very
53	393	443	618	700	deep.
54	443	493	95	176	Piano
55	443	493	176	293	Teacher:
56	443	493	293	319	I
57	443	493	319	384	see.
58	443	493	384	436	And
59	443	493	436	501	what
60	443	493	501	540	do
61	443	493	540	592	you
62	443	493	592	657	mean
63	443	493	657	696	by
64	443	493	696	761	"""not"
65	443	493	761	826	very
66	443	493	826	921	"deep""?"
67	493	546	95	215	Student:
68	493	546	215	241	I
69	493	546	241	319	mean,
70	493	546	319	384	they
71	493	546	384	462	don't
72	493	546	462	527	have
73	493	546	527	553	a
74	493	546	553	605	lot
75	493	546	605	644	of
76	493	546	644	774	emotional
77	493	546	774	869	depth.
