word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	189	Title:
1	190	243	189	267	Trump
2	190	243	267	462	Administration
3	190	243	462	566	Extends
4	190	243	566	683	Deadline
5	190	243	683	735	for
6	190	243	735	865	Insurance
7	190	243	865	995	Companies
8	190	243	995	1034	to
9	190	243	1034	1125	Decide
10	190	243	1125	1168	on
11	243	316	95	241	Affordable
12	243	316	241	306	Care
13	243	316	306	358	Act
14	243	316	358	440	Plans
15	316	393	95	150	The
16	316	393	150	228	Trump
17	316	393	228	423	administration
18	316	393	423	475	has
19	316	393	475	592	recently
20	316	393	592	722	announced
21	316	393	722	761	an
22	316	393	761	891	extension
23	316	393	891	930	of
24	316	393	930	982	the
25	316	393	982	1099	deadline
26	316	393	1099	1155	for
27	393	443	95	228	insurance
28	393	443	228	358	companies
29	393	443	358	397	to
30	393	443	397	488	decide
31	393	443	488	527	on
32	393	443	527	670	Affordable
33	393	443	670	735	Care
34	393	443	735	787	Act
35	393	443	787	865	(ACA)
36	393	443	865	956	plans.
37	393	443	956	1021	This
38	393	443	1021	1142	decision
39	443	493	95	176	comes
40	443	493	176	267	amidst
41	443	493	267	423	uncertainty
42	443	493	423	488	over
43	443	493	488	618	President
44	443	493	618	722	Trump's
45	443	493	722	865	commitment
46	443	493	865	904	to
47	443	493	904	1077	cost-sharing
48	493	543	95	228	reduction
49	493	543	228	306	(CSR)
50	493	543	306	436	payments,
51	493	543	436	514	which
52	493	543	514	566	are
53	493	543	566	761	reimbursements
54	493	543	761	813	for
55	493	543	813	930	required
56	493	543	930	1060	discounts
57	493	543	1060	1103	to
58	543	616	95	241	low-income
59	543	616	241	388	customers.
60	616	692	95	150	The
61	616	692	150	215	ACA,
62	616	692	215	280	also
63	616	692	280	358	known
64	616	692	358	397	as
65	616	692	397	540	Obamacare,
66	616	692	540	579	is
67	616	692	579	605	a
68	616	692	605	709	federal
69	616	692	709	813	statute
70	616	692	813	904	signed
71	616	692	904	969	into
72	616	692	969	1021	law
73	616	692	1021	1064	by
74	692	745	95	228	President
75	692	745	228	319	Barack
76	692	745	319	397	Obama
77	692	745	397	436	on
78	692	745	436	514	March
79	692	745	514	566	23,
80	692	745	566	648	2010.
