word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	163	Once
1	190	243	163	228	upon
2	190	243	228	254	a
3	190	243	254	332	time,
4	190	243	332	410	there
5	190	243	410	462	was
6	190	243	462	488	a
7	190	243	488	579	person
8	190	243	579	657	named
9	190	243	657	735	Sarah
10	190	243	735	787	who
11	190	243	787	865	lived
12	190	243	865	904	in
13	190	243	904	943	an
14	190	243	943	1008	old,
15	190	243	1008	1103	creaky
16	243	293	95	176	house
17	243	293	176	241	with
18	243	293	241	293	her
19	243	293	293	397	family.
20	243	293	397	449	One
21	243	293	449	514	day,
22	243	293	514	592	while
23	243	293	592	722	exploring
24	243	293	722	774	the
25	243	293	774	865	dusty,
26	243	293	865	995	cluttered
27	243	293	995	1086	attic,
28	243	293	1086	1168	Sarah
29	293	368	95	215	stumbled
30	293	368	215	280	upon
31	293	368	280	306	a
32	293	368	306	397	hidden
33	293	368	397	462	door
34	293	368	462	527	that
35	293	368	527	579	led
36	293	368	579	618	to
37	293	368	618	644	a
38	293	368	644	735	secret
39	293	368	735	817	room.
40	368	443	95	137	As
41	368	443	137	189	she
42	368	443	189	280	pushed
43	368	443	280	345	open
44	368	443	345	397	the
45	368	443	397	475	door,
46	368	443	475	527	she
47	368	443	527	579	was
48	368	443	579	683	greeted
49	368	443	683	722	by
50	368	443	722	748	a
51	368	443	748	852	bright,
52	368	443	852	982	welcoming
53	368	443	982	1060	light
54	368	443	1060	1112	and
55	368	443	1112	1168	the
56	443	493	95	176	sight
57	443	493	176	215	of
58	443	493	215	241	a
59	443	493	241	397	beautifully
60	443	493	397	527	decorated
61	443	493	527	592	room
62	443	493	592	657	that
63	443	493	657	709	she
64	443	493	709	761	had
65	443	493	761	839	never
66	443	493	839	904	seen
67	443	493	904	1008	before.
68	443	493	1008	1060	The
69	443	493	1060	1129	room
70	493	543	95	150	was
71	493	543	150	241	filled
72	493	543	241	306	with
73	493	543	306	358	all
74	493	543	358	436	sorts
75	493	543	436	475	of
76	493	543	475	631	interesting
77	493	543	631	748	objects,
78	493	543	748	878	including
79	493	543	878	982	antique
80	493	543	982	1129	furniture,
81	543	618	95	202	vintage
82	543	618	202	280	toys,
83	543	618	280	332	and
84	543	618	332	462	beautiful
85	543	618	462	609	paintings.
86	618	693	95	176	Sarah
87	618	693	176	228	was
88	618	693	228	319	amazed
89	618	693	319	358	by
90	618	693	358	410	the
91	618	693	410	527	treasure
92	618	693	527	605	trove
93	618	693	605	644	of
94	618	693	644	722	items
95	618	693	722	787	that
96	618	693	787	852	were
97	618	693	852	943	hidden
98	618	693	943	1008	away
99	618	693	1008	1047	in
100	618	693	1047	1116	this
101	693	743	95	189	secret
102	693	743	189	271	room.
