word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	241	Nostalgia,
1	190	243	241	267	a
2	190	243	267	423	bittersweet
3	190	243	423	505	ache,
4	243	293	95	150	For
5	243	293	150	176	a
6	243	293	176	241	time
7	243	293	241	306	that
8	243	293	306	358	was
9	243	293	358	423	both
10	243	293	423	488	good
11	243	293	488	540	and
12	243	293	540	609	bad,
13	293	343	95	215	Memories
14	293	343	215	254	of
15	293	343	254	306	joy
16	293	343	306	358	and
17	293	343	358	440	pain,
18	343	416	95	202	Blurred
19	343	416	202	280	lines
20	343	416	280	319	of
21	343	416	319	384	love
22	343	416	384	436	and
23	343	416	436	557	sadness.
24	416	493	95	124	A
25	416	493	124	228	longing
26	416	493	228	280	for
27	416	493	280	332	the
28	416	493	332	414	past,
29	493	543	95	124	A
30	493	543	124	241	yearning
31	493	543	241	293	for
32	493	543	293	384	what's
33	493	543	384	466	lost,
34	543	593	95	124	A
35	543	593	124	241	reminder
36	543	593	241	280	of
37	543	593	280	371	life's
38	543	593	371	466	cycle,
39	593	643	95	124	A
40	593	643	124	215	lesson
41	593	643	215	254	in
42	593	643	254	306	the
43	593	643	306	388	cost.
