word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	163	When
1	190	243	163	189	a
2	190	243	189	293	company
3	190	243	293	397	decides
4	190	243	397	436	to
5	190	243	436	475	go
6	190	243	475	579	public,
7	190	243	579	618	it
8	190	243	618	748	typically
9	190	243	748	878	undergoes
10	190	243	878	917	an
11	190	243	917	1021	initial
12	190	243	1021	1116	public
13	243	293	95	228	offering,
14	243	293	228	267	or
15	243	293	267	332	IPO.
16	243	293	332	397	This
17	243	293	397	436	is
18	243	293	436	462	a
19	243	293	462	618	significant
20	243	293	618	696	event
21	243	293	696	800	because
22	243	293	800	839	it
23	243	293	839	917	marks
24	243	293	917	969	the
25	243	293	969	1047	first
26	243	293	1047	1116	time
27	293	343	95	163	that
28	293	343	163	215	the
29	293	343	215	345	company's
30	293	343	345	436	shares
31	293	343	436	488	are
32	293	343	488	553	made
33	293	343	553	683	available
34	293	343	683	735	for
35	293	343	735	852	purchase
36	293	343	852	891	by
37	293	343	891	943	the
38	293	343	943	1047	general
39	293	343	1047	1155	public.
40	343	393	95	163	IPOs
41	343	393	163	215	are
42	343	393	215	293	often
43	343	393	293	397	managed
44	343	393	397	436	by
45	343	393	436	579	investment
46	343	393	579	670	banks,
47	343	393	670	748	which
48	343	393	748	813	help
49	343	393	813	865	the
50	343	393	865	969	company
51	343	393	969	1099	determine
52	343	393	1099	1155	the
53	393	443	95	163	best
54	393	443	163	228	time
55	393	443	228	267	to
56	393	443	267	306	go
57	393	443	306	410	public,
58	393	443	410	462	and
59	393	443	462	540	guide
60	393	443	540	605	them
61	393	443	605	709	through
62	393	443	709	761	the
63	393	443	761	865	process
64	393	443	865	904	of
65	393	443	904	1008	selling
66	393	443	1008	1090	their
67	443	518	95	189	shares
68	443	518	189	228	to
69	443	518	228	358	potential
70	443	518	358	505	investors.
71	518	593	95	150	One
72	518	593	150	202	key
73	518	593	202	306	concept
74	518	593	306	410	related
75	518	593	410	449	to
76	518	593	449	514	IPOs
77	518	593	514	553	is
78	518	593	553	605	the
79	518	593	605	670	idea
80	518	593	670	709	of
81	518	593	709	735	a
82	518	593	735	800	free
83	518	593	800	891	float.
84	518	593	891	956	This
85	518	593	956	1047	refers
86	518	593	1047	1086	to
87	518	593	1086	1142	the
88	593	646	95	241	percentage
89	593	646	241	280	of
90	593	646	280	436	outstanding
91	593	646	436	527	shares
92	593	646	527	592	that
93	593	646	592	644	are
94	593	646	644	774	available
95	593	646	774	826	for
96	593	646	826	917	public
97	593	646	917	1038	trading.
