word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	215	LinkedIn
1	190	243	215	254	is
2	190	243	254	280	a
3	190	243	280	449	professional
4	190	243	449	592	networking
5	190	243	592	709	platform
6	190	243	709	774	that
7	190	243	774	865	allows
8	190	243	865	917	job
9	190	243	917	1021	seekers
10	190	243	1021	1060	to
11	190	243	1060	1129	post
12	243	293	95	176	their
13	243	293	176	280	resumes
14	243	293	280	332	and
15	243	293	332	462	employers
16	243	293	462	501	to
17	243	293	501	566	post
18	243	293	566	618	job
19	243	293	618	748	openings.
20	243	293	748	787	It
21	243	293	787	917	generates
22	243	293	917	1021	revenue
23	243	293	1021	1060	by
24	243	293	1060	1168	selling
25	293	343	95	254	information
26	293	343	254	332	about
27	293	343	332	384	its
28	293	343	384	462	users
29	293	343	462	501	to
30	293	343	501	644	recruiters
31	293	343	644	696	and
32	293	343	696	865	salespeople.
33	293	343	865	982	LinkedIn
34	293	343	982	1034	has
35	293	343	1034	1099	over
36	293	343	1099	1155	900
37	343	393	95	202	million
38	343	393	202	345	registered
39	343	393	345	449	members
40	343	393	449	514	from
41	343	393	514	566	200
42	343	393	566	696	countries
43	343	393	696	748	and
44	343	393	748	904	territories
45	343	393	904	943	as
46	343	393	943	982	of
47	343	393	982	1060	March
48	343	393	1060	1142	2023.
49	393	443	95	202	Members
50	393	443	202	254	can
51	393	443	254	371	connect,
52	393	443	371	436	join
53	393	443	436	540	groups,
54	393	443	540	657	organize
55	393	443	657	761	events,
56	393	443	761	839	write
57	393	443	839	969	articles,
58	393	443	969	1021	and
59	393	443	1021	1090	post
60	443	496	95	189	photos
61	443	496	189	241	and
62	443	496	241	349	videos.
