word_index	y_top	y_bottom	x_left	x_right	word
0	190	243	95	202	Sensory
1	190	243	202	345	processing
2	190	243	345	462	disorder
3	190	243	462	540	(SPD)
4	190	243	540	579	is
5	190	243	579	605	a
6	190	243	605	735	condition
7	190	243	735	800	that
8	190	243	800	904	affects
9	190	243	904	956	the
10	190	243	956	1008	way
11	190	243	1008	1034	a
12	190	243	1034	1129	person
13	243	293	95	228	processes
14	243	293	228	332	sensory
15	243	293	332	488	information
16	243	293	488	553	from
17	243	293	553	605	the
18	243	293	605	774	environment.
19	243	293	774	839	This
20	243	293	839	891	can
21	243	293	891	995	include
22	243	293	995	1168	difficulties
23	293	343	95	163	with
24	293	343	163	280	midbrain
25	293	343	280	410	function,
26	293	343	410	488	which
27	293	343	488	527	is
28	293	343	527	683	responsible
29	293	343	683	735	for
30	293	343	735	878	processing
31	293	343	878	930	and
32	293	343	930	1103	interpreting
33	343	393	95	202	sensory
34	343	393	202	371	information.
35	343	393	371	475	Sensory
36	343	393	475	618	processing
37	343	393	618	735	disorder
38	343	393	735	787	can
39	343	393	787	852	lead
40	343	393	852	891	to
41	343	393	891	1034	challenges
42	343	393	1034	1103	with
43	393	443	95	189	memory
44	393	443	189	241	and
45	393	443	241	371	cognitive
46	393	443	371	501	functions
47	393	443	501	566	such
48	393	443	566	605	as
49	393	443	605	748	attention,
50	393	443	748	878	language,
51	393	443	878	930	and
52	393	443	930	1064	executive
53	443	493	95	228	function.
54	443	493	228	267	It
55	443	493	267	306	is
56	443	493	306	436	important
57	443	493	436	488	for
58	443	493	488	644	individuals
59	443	493	644	709	with
60	443	493	709	761	SPD
61	443	493	761	800	to
62	443	493	800	865	seek
63	443	493	865	956	proper
64	443	493	956	1086	diagnosis
65	443	493	1086	1142	and
66	493	546	95	228	treatment
67	493	546	228	267	to
68	493	546	267	332	help
69	493	546	332	397	them
70	493	546	397	488	manage
71	493	546	488	566	their
72	493	546	566	683	symptoms
73	493	546	683	735	and
74	493	546	735	839	improve
75	493	546	839	917	their
76	493	546	917	1021	quality
77	493	546	1021	1060	of
78	493	546	1060	1142	life.
